"","net_size","t","Method","Graph","MC_Rate","mc_se","Dist","dist_se","count"
"41",25,0.5,"Abar","Graph 1",0.2448,0.00896025843130537,2.46620652294352,0.0611958847730217,200
"42",25,0.5,"Abar","Graph 2",0.2448,0.00896025843130537,2.46620652294352,0.0611958847730217,200
"43",25,0.5,"ASE","Graph 1",0.208686868686869,0.00893441783084417,2.59159764131363,0.0619472771836729,200
"44",25,0.5,"ASE","Graph 2",0.379899497487437,0.00617505160889109,1.01274469627209,0.0406033088819408,200
"45",25,0.5,"Omni","Graph 1",0.2108,0.00891595599791654,2.72472944925272,0.0668417624677995,200
"46",25,0.5,"Omni","Graph 2",0.2978,0.00835733361339776,1.93161654984449,0.0479050575112306,200
"47",25,0.5,"Omnibar","Graph 1",0.2446,0.00940513064300865,2.48145213870741,0.060491355378174,200
"48",25,0.5,"Omnibar","Graph 2",0.2446,0.00940513064300865,2.48145213870741,0.060491355378174,200
"49",25,0.6,"Abar","Graph 1",0.286,0.00905483018884085,1.96779427560692,0.0541562164656942,200
"50",25,0.6,"Abar","Graph 2",0.286,0.00905483018884085,1.96779427560692,0.0541562164656942,200
"51",25,0.6,"ASE","Graph 1",0.235757575757576,0.00968283368196511,2.45240338407444,0.0568609420301367,200
"52",25,0.6,"ASE","Graph 2",0.39,0.00542282538681446,0.774598068457148,0.0317123209521854,200
"53",25,0.6,"Omni","Graph 1",0.2514,0.00928554287764928,2.28498994597621,0.0597049319891729,200
"54",25,0.6,"Omni","Graph 2",0.337286432160804,0.00758210058805904,1.50827856421733,0.0437306349542741,200
"55",25,0.6,"Omnibar","Graph 1",0.2688,0.0091405991468732,1.98894956824255,0.0544772492510621,200
"56",25,0.6,"Omnibar","Graph 2",0.2688,0.0091405991468732,1.98894956824255,0.0544772492510621,200
"57",25,0.7,"Abar","Graph 1",0.279,0.00826416858565097,1.97639643514262,0.0577015022319726,200
"58",25,0.7,"Abar","Graph 2",0.279,0.00826416858565097,1.97639643514262,0.0577015022319726,200
"59",25,0.7,"ASE","Graph 1",0.218090452261307,0.00909944272333392,2.6522750661179,0.0540571932240884,200
"60",25,0.7,"ASE","Graph 2",0.397,0.00527390465895609,0.765291025039062,0.0296547167270618,200
"61",25,0.7,"Omni","Graph 1",0.2356,0.00965657533684592,2.35345544144385,0.0657366210599408,200
"62",25,0.7,"Omni","Graph 2",0.3208,0.00689306694144896,1.48733096022382,0.0446189902044761,200
"63",25,0.7,"Omnibar","Graph 1",0.2724,0.00815128315576309,2.01435679588327,0.0581927221022796,200
"64",25,0.7,"Omnibar","Graph 2",0.2724,0.00815128315576309,2.01435679588327,0.0581927221022796,200
"65",25,0.8,"Abar","Graph 1",0.323819095477387,0.00795742694733361,1.60210618168918,0.0538197137406912,200
"66",25,0.8,"Abar","Graph 2",0.323819095477387,0.00795742694733361,1.60210618168918,0.0538197137406912,200
"67",25,0.8,"ASE","Graph 1",0.2138,0.00879285914019419,2.49483346881466,0.0543615868510509,200
"68",25,0.8,"ASE","Graph 2",0.4164,0.00433927951780804,0.632693362540835,0.0264754342550529,200
"69",25,0.8,"Omni","Graph 1",0.2732,0.00850236739127882,2.04154301161611,0.060886711216917,200
"70",25,0.8,"Omni","Graph 2",0.3582,0.00670586632852761,1.18113305512258,0.0423385633441998,200
"71",25,0.8,"Omnibar","Graph 1",0.3204,0.00790897969392987,1.67017649402262,0.0562064957446554,200
"72",25,0.8,"Omnibar","Graph 2",0.3204,0.00790897969392987,1.67017649402262,0.0562064957446554,200
"73",25,0.9,"Abar","Graph 1",0.3298,0.00735870591638361,1.53425697783434,0.0491789307880078,200
"74",25,0.9,"Abar","Graph 2",0.3298,0.00735870591638361,1.53425697783434,0.0491789307880078,200
"75",25,0.9,"ASE","Graph 1",0.222713567839196,0.00976663909573991,2.65565250049997,0.0640256394331391,200
"76",25,0.9,"ASE","Graph 2",0.4236,0.0041109242868803,0.580741048770781,0.0243135250865327,200
"77",25,0.9,"Omni","Graph 1",0.294141414141414,0.00936404729463404,2.015584053441,0.0622161068877573,200
"78",25,0.9,"Omni","Graph 2",0.3762,0.00600232785663133,1.09447957262052,0.0381388481393931,200
"79",25,0.9,"Omnibar","Graph 1",0.3276,0.00786003183851774,1.58603887395613,0.0520692540012117,200
"80",25,0.9,"Omnibar","Graph 2",0.3276,0.00786003183851774,1.58603887395613,0.0520692540012117,200
"81",32,0,"Abar","Graph 1",0.048125,0.00510874213786092,4.77374257734459,0.0645122814450427,200
"82",32,0,"Abar","Graph 2",0.048125,0.00510874213786092,4.77374257734459,0.0645122814450427,200
"83",32,0,"ASE","Graph 1",0.1634375,0.00850989092536196,2.88652209150881,0.0574082970915784,200
"84",32,0,"ASE","Graph 2",0.17921875,0.00919391030045167,2.91392060968549,0.0546727888496481,200
"85",32,0,"Omni","Graph 1",0.0628125,0.00552478249134146,4.26838479074645,0.0584197266561482,200
"86",32,0,"Omni","Graph 2",0.07609375,0.006951018380411,4.23718707368973,0.0536693818622145,200
"87",32,0,"Omnibar","Graph 1",0.046875,0.00509989715631846,4.71249832712811,0.0639376765266104,200
"88",32,0,"Omnibar","Graph 2",0.046875,0.00509989715631846,4.71249832712811,0.0639376765266104,200
"89",32,0.1,"Abar","Graph 1",0.07890625,0.00634327965060792,4.19160006086651,0.06214182860166,200
"90",32,0.1,"Abar","Graph 2",0.07890625,0.00634327965060792,4.19160006086651,0.06214182860166,200
"91",32,0.1,"ASE","Graph 1",0.18578125,0.0088282726535213,2.85323374719302,0.0496096207532319,200
"92",32,0.1,"ASE","Graph 2",0.227858040201005,0.00916900080769475,2.3978165363361,0.0542865275510741,200
"93",32,0.1,"Omni","Graph 1",0.1025,0.00786074924983899,3.93029556972062,0.0547394819653385,200
"94",32,0.1,"Omni","Graph 2",0.121875,0.00787272640067591,3.67575100360192,0.0593420763709098,200
"95",32,0.1,"Omnibar","Graph 1",0.0875,0.00709918845776008,4.15562076362289,0.0620654178974323,200
"96",32,0.1,"Omnibar","Graph 2",0.0875,0.00709918845776008,4.15562076362289,0.0620654178974323,200
"97",32,0.2,"Abar","Graph 1",0.1165625,0.00806884707902395,3.67692103949939,0.0598167704714637,200
"98",32,0.2,"Abar","Graph 2",0.1165625,0.00806884707902395,3.67692103949939,0.0598167704714637,200
"99",32,0.2,"ASE","Graph 1",0.1796875,0.00916255844346433,2.91734025283457,0.0563420764220482,200
"100",32,0.2,"ASE","Graph 2",0.306689698492462,0.00804134620398043,1.72327296110767,0.0475535557144092,200
"101",32,0.2,"Omni","Graph 1",0.1165625,0.00772710870984866,3.61946839087387,0.0572393431397916,200
"102",32,0.2,"Omni","Graph 2",0.1621875,0.00803129552174104,3.06773412712448,0.0492704267597091,200
"103",32,0.2,"Omnibar","Graph 1",0.11296875,0.00805352909188616,3.64085039019521,0.0606281499390528,200
"104",32,0.2,"Omnibar","Graph 2",0.11296875,0.00805352909188616,3.64085039019521,0.0606281499390528,200
"105",32,0.3,"Abar","Graph 1",0.1340625,0.00784021466054131,3.4688979825898,0.0578763053236641,200
"106",32,0.3,"Abar","Graph 2",0.1340625,0.00784021466054131,3.4688979825898,0.0578763053236641,200
"107",32,0.3,"ASE","Graph 1",0.1771875,0.0092035996259138,2.96015062325202,0.0546516124111263,200
"108",32,0.3,"ASE","Graph 2",0.33046875,0.00728491008899293,1.4248765303145,0.0444606322630269,200
"109",32,0.3,"Omni","Graph 1",0.11921875,0.00753537218553671,3.54774245460681,0.0581049154636086,200
"110",32,0.3,"Omni","Graph 2",0.20046875,0.00908329008252538,2.83961730679435,0.0505309217450871,200
"111",32,0.3,"Omnibar","Graph 1",0.13328125,0.00793010570149427,3.46648031570535,0.0595920461265794,200
"112",32,0.3,"Omnibar","Graph 2",0.13328125,0.00793010570149427,3.46648031570535,0.0595920461265794,200
"113",32,0.4,"Abar","Graph 1",0.18078125,0.00824978318153874,3.06300798477186,0.0591912687464739,200
"114",32,0.4,"Abar","Graph 2",0.18078125,0.00824978318153874,3.06300798477186,0.0591912687464739,200
"115",32,0.4,"ASE","Graph 1",0.18859375,0.00935765119013144,2.8147015629713,0.0561225442746344,200
"116",32,0.4,"ASE","Graph 2",0.37234375,0.00642338604699509,1.0912099798933,0.0401740159318657,200
"117",32,0.4,"Omni","Graph 1",0.154522613065327,0.00881983087265582,3.2062511702636,0.0613916008267884,200
"118",32,0.4,"Omni","Graph 2",0.23984375,0.00851342946605863,2.43128865553996,0.0511999971324321,200
"119",32,0.4,"Omnibar","Graph 1",0.17640625,0.00852195627841658,3.03051553134201,0.0620550884387077,200
"120",32,0.4,"Omnibar","Graph 2",0.17640625,0.00852195627841658,3.03051553134201,0.0620550884387077,200
"121",32,0.5,"Abar","Graph 1",0.21125,0.00906696627944335,2.67744708078246,0.0621564892515792,200
"122",32,0.5,"Abar","Graph 2",0.21125,0.00906696627944335,2.67744708078246,0.0621564892515792,200
"123",32,0.5,"ASE","Graph 1",0.1878125,0.00906628971186379,2.82714529176233,0.0571827996698863,200
"124",32,0.5,"ASE","Graph 2",0.38671875,0.00568866427077707,0.956316961680609,0.0331133011652067,200
"125",32,0.5,"Omni","Graph 1",0.191875,0.00942470075368351,2.97721741736905,0.065449705037714,200
"126",32,0.5,"Omni","Graph 2",0.274375,0.00813079615446899,2.10228546667135,0.0496119157867998,200
"127",32,0.5,"Omnibar","Graph 1",0.20875,0.0088464932509552,2.70158035759863,0.0618803708369707,200
"128",32,0.5,"Omnibar","Graph 2",0.20875,0.0088464932509552,2.70158035759863,0.0618803708369707,200
"129",32,0.6,"Abar","Graph 1",0.2478125,0.00891212310760886,2.34608819395617,0.057932645037944,200
"130",32,0.6,"Abar","Graph 2",0.2478125,0.00891212310760886,2.34608819395617,0.057932645037944,200
"131",32,0.6,"ASE","Graph 1",0.17671875,0.00870343152331843,2.90516630840838,0.0561418139636271,200
"132",32,0.6,"ASE","Graph 2",0.397613065326633,0.00542585312155803,0.771182597779567,0.0278010858713571,200
"133",32,0.6,"Omni","Graph 1",0.20203125,0.00954071889402268,2.77913042230751,0.0623417760597655,200
"134",32,0.6,"Omni","Graph 2",0.310929648241206,0.00796024670014416,1.78517765533596,0.0455604438527809,200
"135",32,0.6,"Omnibar","Graph 1",0.25515625,0.00896774973411144,2.39175749960233,0.0585789594010245,200
"136",32,0.6,"Omnibar","Graph 2",0.25515625,0.00896774973411144,2.39175749960233,0.0585789594010245,200
"137",32,0.7,"Abar","Graph 1",0.269629396984925,0.0086960628071937,2.10139928591393,0.058567611563678,200
"138",32,0.7,"Abar","Graph 2",0.269629396984925,0.0086960628071937,2.10139928591393,0.058567611563678,200
"139",32,0.7,"ASE","Graph 1",0.18796875,0.00901060425972166,2.86522742682197,0.0589042873647803,200
"140",32,0.7,"ASE","Graph 2",0.41046875,0.0050256365185687,0.65014221794486,0.0267601355895709,200
"141",32,0.7,"Omni","Graph 1",0.21828125,0.00946480619645058,2.57335195881672,0.0689984248634297,200
"142",32,0.7,"Omni","Graph 2",0.345006281407035,0.00763155092768333,1.57985872760701,0.046019662692911,200
"143",32,0.7,"Omnibar","Graph 1",0.274375,0.00905591837768631,2.16549389163198,0.0596032124270517,200
"144",32,0.7,"Omnibar","Graph 2",0.274375,0.00905591837768631,2.16549389163198,0.0596032124270517,200
"145",32,0.8,"Abar","Graph 1",0.307788944723618,0.00860339705733857,1.78466275773673,0.0528737787991602,200
"146",32,0.8,"Abar","Graph 2",0.307788944723618,0.00860339705733857,1.78466275773673,0.0528737787991602,200
"147",32,0.8,"ASE","Graph 1",0.1721875,0.00876913176737113,2.95032296854472,0.0542643589576456,200
"148",32,0.8,"ASE","Graph 2",0.42921875,0.00394711663156835,0.538055638402396,0.01838067075901,200
"149",32,0.8,"Omni","Graph 1",0.234375,0.00908794189099327,2.36031727657424,0.0619422682339274,200
"150",32,0.8,"Omni","Graph 2",0.34984375,0.00654793003021493,1.30705843299333,0.0391426472859014,200
"151",32,0.8,"Omnibar","Graph 1",0.300879396984925,0.00866481238252943,1.88776192113678,0.0532532460083432,200
"152",32,0.8,"Omnibar","Graph 2",0.300879396984925,0.00866481238252943,1.88776192113678,0.0532532460083432,200
"153",32,0.9,"Abar","Graph 1",0.32035175879397,0.0076376216151676,1.53097580816819,0.0499761069711734,200
"154",32,0.9,"Abar","Graph 2",0.32035175879397,0.0076376216151676,1.53097580816819,0.0499761069711734,200
"155",32,0.9,"ASE","Graph 1",0.1896875,0.00886242717436111,2.86578667253931,0.0545628164144753,200
"156",32,0.9,"ASE","Graph 2",0.4259375,0.00401999898044313,0.522897538676513,0.0223619694980878,200
"157",32,0.9,"Omni","Graph 1",0.27265625,0.00938529977553037,2.0873414371759,0.0647106478256012,200
"158",32,0.9,"Omni","Graph 2",0.360625,0.00588540856012546,1.13149808849872,0.0376359455963929,200
"159",32,0.9,"Omnibar","Graph 1",0.3125,0.0078172334145512,1.64275324885018,0.0535326714817145,200
"160",32,0.9,"Omnibar","Graph 2",0.3125,0.0078172334145512,1.64275324885018,0.0535326714817145,200
"161",42,0,"Abar","Graph 1",0.0348809523809524,0.0049579111974857,5.17841448863357,0.0559636138613228,200
"162",42,0,"Abar","Graph 2",0.0348809523809524,0.0049579111974857,5.17841448863357,0.0559636138613228,200
"163",42,0,"ASE","Graph 1",0.106428571428571,0.00681615047119564,3.40318836797115,0.0496452875728161,200
"164",42,0,"ASE","Graph 2",0.118928571428571,0.00840777521978052,3.35581507750876,0.0489381114315342,200
"165",42,0,"Omni","Graph 1",0.0309523809523809,0.00369395778620986,4.68006917500469,0.0514609483497682,200
"166",42,0,"Omni","Graph 2",0.0385714285714286,0.00428837225811425,4.65911399627873,0.0476712108856619,200
"167",42,0,"Omnibar","Graph 1",0.0342857142857143,0.00505679409211475,5.12774878481365,0.0552342822417062,200
"168",42,0,"Omnibar","Graph 2",0.0342857142857143,0.00505679409211475,5.12774878481365,0.0552342822417062,200
"169",42,0.1,"Abar","Graph 1",0.0408333333333333,0.00497654997321787,4.82230082719191,0.0556836999354839,200
"170",42,0.1,"Abar","Graph 2",0.0408333333333333,0.00497654997321787,4.82230082719191,0.0556836999354839,200
"171",42,0.1,"ASE","Graph 1",0.107738095238095,0.00736655671850427,3.45461132767733,0.0542325485947327,200
"172",42,0.1,"ASE","Graph 2",0.191428571428571,0.00892921350487058,2.73596797152422,0.0513293776090153,200
"173",42,0.1,"Omni","Graph 1",0.0473809523809524,0.0054141433264879,4.57759536297064,0.0536924403675324,200
"174",42,0.1,"Omni","Graph 2",0.0760714285714286,0.00675272097259575,4.17301830934466,0.0470914810971101,200
"175",42,0.1,"Omnibar","Graph 1",0.0432142857142857,0.005256871815462,4.79537636619066,0.0552995372718911,200
"176",42,0.1,"Omnibar","Graph 2",0.0432142857142857,0.005256871815462,4.79537636619066,0.0552995372718911,200
"177",42,0.2,"Abar","Graph 1",0.0559523809523809,0.00511033806120122,4.35305826897357,0.0480000248524467,200
"178",42,0.2,"Abar","Graph 2",0.0559523809523809,0.00511033806120122,4.35305826897357,0.0480000248524467,200
"179",42,0.2,"ASE","Graph 1",0.115119047619048,0.00735463644984915,3.38796681989127,0.0517595456721168,200
"180",42,0.2,"ASE","Graph 2",0.257857142857143,0.0083202645960922,2.12098408340335,0.0493404279084902,200
"181",42,0.2,"Omni","Graph 1",0.065,0.00592109509554075,4.27643762651279,0.0507915976600364,200
"182",42,0.2,"Omni","Graph 2",0.102261904761905,0.00701163159231462,3.65300788216036,0.0417273901595469,200
"183",42,0.2,"Omnibar","Graph 1",0.0541666666666667,0.00504917617875371,4.32157639984435,0.0488804491964732,200
"184",42,0.2,"Omnibar","Graph 2",0.0541666666666667,0.00504917617875371,4.32157639984435,0.0488804491964732,200
"185",42,0.3,"Abar","Graph 1",0.0847619047619047,0.00677576273929272,3.93138269468861,0.056523089502409,200
"186",42,0.3,"Abar","Graph 2",0.0847619047619047,0.00677576273929272,3.93138269468861,0.056523089502409,200
"187",42,0.3,"ASE","Graph 1",0.117619047619048,0.00760197896655124,3.37370293954597,0.0470155593087214,200
"188",42,0.3,"ASE","Graph 2",0.329166666666667,0.00730734569672928,1.56081126408979,0.0477466124023245,200
"189",42,0.3,"Omni","Graph 1",0.0646428571428571,0.00562418370603132,4.02916100820923,0.0508103437767094,200
"190",42,0.3,"Omni","Graph 2",0.165238095238095,0.00854413244306524,3.21231846518369,0.0481744181514139,200
"191",42,0.3,"Omnibar","Graph 1",0.0857142857142857,0.00649533717948983,3.94202588444054,0.0555156368484745,200
"192",42,0.3,"Omnibar","Graph 2",0.0857142857142857,0.00649533717948983,3.94202588444054,0.0555156368484745,200
"193",42,0.4,"Abar","Graph 1",0.125357142857143,0.0074712679438161,3.59400466939102,0.0459079739200791,200
"194",42,0.4,"Abar","Graph 2",0.125357142857143,0.0074712679438161,3.59400466939102,0.0459079739200791,200
"195",42,0.4,"ASE","Graph 1",0.1225,0.00791185800699192,3.30512579528261,0.0452176317295003,200
"196",42,0.4,"ASE","Graph 2",0.36797619047619,0.00612235770147358,1.15874763836667,0.0403331100805083,200
"197",42,0.4,"Omni","Graph 1",0.100714285714286,0.00735450572300716,3.78170983734432,0.0451176233566318,200
"198",42,0.4,"Omni","Graph 2",0.198214285714286,0.0083932612560732,2.86969526775506,0.0379148039734635,200
"199",42,0.4,"Omnibar","Graph 1",0.121679827709978,0.00745429725395196,3.59648436637095,0.0460054203833859,200
"200",42,0.4,"Omnibar","Graph 2",0.121679827709978,0.00745429725395196,3.59648436637095,0.0460054203833859,200
"201",42,0.5,"Abar","Graph 1",0.154285714285714,0.00772524104003139,3.24378945971508,0.0496236164200039,200
"202",42,0.5,"Abar","Graph 2",0.154285714285714,0.00772524104003139,3.24378945971508,0.0496236164200039,200
"203",42,0.5,"ASE","Graph 1",0.128571428571429,0.00818197414004744,3.34094705215502,0.051018474921633,200
"204",42,0.5,"ASE","Graph 2",0.387619047619048,0.00553170051349452,0.913033860382405,0.0339720749191662,200
"205",42,0.5,"Omni","Graph 1",0.122857142857143,0.00841783634778742,3.60615716143047,0.051139328208137,200
"206",42,0.5,"Omni","Graph 2",0.22955747955748,0.00813857890277823,2.52891738251311,0.0397564053552178,200
"207",42,0.5,"Omnibar","Graph 1",0.138571428571429,0.00754956049529388,3.2927121661004,0.0490830482512028,200
"208",42,0.5,"Omnibar","Graph 2",0.138571428571429,0.00754956049529388,3.2927121661004,0.0490830482512028,200
"209",42,0.6,"Abar","Graph 1",0.192738095238095,0.00858895455713104,2.87304176303962,0.0475394370298744,200
"210",42,0.6,"Abar","Graph 2",0.192738095238095,0.00858895455713104,2.87304176303962,0.0475394370298744,200
"211",42,0.6,"ASE","Graph 1",0.126547619047619,0.00762618096764546,3.3541385841506,0.0496612344404477,200
"212",42,0.6,"ASE","Graph 2",0.411547619047619,0.0048870184496413,0.754335581124848,0.0276985831948576,200
"213",42,0.6,"Omni","Graph 1",0.146190476190476,0.00892155343554208,3.40044990755961,0.0516935422763199,200
"214",42,0.6,"Omni","Graph 2",0.276309523809524,0.00790555451876894,2.19348536179561,0.0351008174723705,200
"215",42,0.6,"Omnibar","Graph 1",0.18452380952381,0.00851592930759042,2.97727903724195,0.0472375343301248,200
"216",42,0.6,"Omnibar","Graph 2",0.18452380952381,0.00851592930759042,2.97727903724195,0.0472375343301248,200
"217",42,0.7,"Abar","Graph 1",0.236904761904762,0.00866515386926694,2.55280635091407,0.0528199823046962,200
"218",42,0.7,"Abar","Graph 2",0.236904761904762,0.00866515386926694,2.55280635091407,0.0528199823046962,200
"219",42,0.7,"ASE","Graph 1",0.121071428571429,0.00801982223166394,3.37925831729569,0.0514410226892965,200
"220",42,0.7,"ASE","Graph 2",0.421666666666667,0.00447378545767328,0.598726063954251,0.0239045557337501,200
"221",42,0.7,"Omni","Graph 1",0.16547619047619,0.00940453851270849,3.17996420887406,0.062786735060246,200
"222",42,0.7,"Omni","Graph 2",0.295357142857143,0.00770148905837047,1.9243201950494,0.0402113380445736,200
"223",42,0.7,"Omnibar","Graph 1",0.214285714285714,0.00851132847611669,2.6878879889877,0.0559637594582488,200
"224",42,0.7,"Omnibar","Graph 2",0.214285714285714,0.00851132847611669,2.6878879889877,0.0559637594582488,200
"225",42,0.8,"Abar","Graph 1",0.282828282828283,0.0092642684712922,2.12570050710058,0.0547572290105032,200
"226",42,0.8,"Abar","Graph 2",0.282828282828283,0.0092642684712922,2.12570050710058,0.0547572290105032,200
"227",42,0.8,"ASE","Graph 1",0.124761904761905,0.00821193147490436,3.33982344986343,0.0430883137277443,200
"228",42,0.8,"ASE","Graph 2",0.43,0.00379528927089015,0.482903376185131,0.019043472155795,200
"229",42,0.8,"Omni","Graph 1",0.196904761904762,0.00971586385559542,2.87651143837725,0.0606544935201872,200
"230",42,0.8,"Omni","Graph 2",0.329880952380952,0.00719530378533912,1.56092531558138,0.0399003101944341,200
"231",42,0.8,"Omnibar","Graph 1",0.264285714285714,0.00940643149767417,2.30887762480808,0.0542460996589716,200
"232",42,0.8,"Omnibar","Graph 2",0.264285714285714,0.00940643149767417,2.30887762480808,0.0542460996589716,200
"233",42,0.9,"Abar","Graph 1",0.286785714285714,0.00789906568304001,1.83149801440281,0.0497407807084025,200
"234",42,0.9,"Abar","Graph 2",0.286785714285714,0.00789906568304001,1.83149801440281,0.0497407807084025,200
"235",42,0.9,"ASE","Graph 1",0.128690476190476,0.00749718874525855,3.28614568596232,0.0530754929674319,200
"236",42,0.9,"ASE","Graph 2",0.434047619047619,0.00346190853066464,0.460013001907908,0.0179095356687183,200
"237",42,0.9,"Omni","Graph 1",0.212619047619048,0.00917882906700433,2.61291561369148,0.0595226393151036,200
"238",42,0.9,"Omni","Graph 2",0.344699688920794,0.00658348461321143,1.36303024977681,0.0356320613535778,200
"239",42,0.9,"Omnibar","Graph 1",0.279761904761905,0.00793047349754612,2.05265682866648,0.0505529309720128,200
"240",42,0.9,"Omnibar","Graph 2",0.279761904761905,0.00793047349754612,2.05265682866648,0.0505529309720128,200
"241",54,0,"Abar","Graph 1",0.00851851851851852,0.00215641759164417,6.00244764761688,0.0534880753780152,200
"242",54,0,"Abar","Graph 2",0.00851851851851852,0.00215641759164417,6.00244764761688,0.0534880753780152,200
"243",54,0,"ASE","Graph 1",0.0580555555555556,0.00545488145391022,3.93339736318142,0.0464117646031336,200
"244",54,0,"ASE","Graph 2",0.0523148148148148,0.00474123344935202,3.99382250069399,0.0463131459528924,200
