"","net_size","t","Method","Graph","MC_Rate","mc_se","Dist","dist_se","count"
"60",25,0.7,"ASE","Graph 2",0.3892,0.0058021655981315,0.784908706660189,0.0338975837589806,200
"61",25,0.7,"Omni","Graph 1",0.2178,0.00905015616623082,2.23583610993483,0.0635741536337964,200
"62",25,0.7,"Omni","Graph 2",0.3012,0.00781653960888618,1.40102213493721,0.0457611908508928,200
"63",25,0.7,"Omnibar","Graph 1",0.2496,0.00895882260749496,1.88715924535334,0.056165239360478,200
"64",25,0.7,"Omnibar","Graph 2",0.2496,0.00895882260749496,1.88715924535334,0.056165239360478,200
"65",25,0.8,"Abar","Graph 1",0.2674,0.00880190705695055,1.64168469740746,0.0537083876293042,200
"66",25,0.8,"Abar","Graph 2",0.2674,0.00880190705695055,1.64168469740746,0.0537083876293042,200
"67",25,0.8,"ASE","Graph 1",0.1804,0.00837315643850744,2.58085070705108,0.0627654352901093,200
"68",25,0.8,"ASE","Graph 2",0.4072,0.00491749006533959,0.657027778138081,0.0272937821758451,200
"69",25,0.8,"Omni","Graph 1",0.2196,0.00919248108742757,2.08391027495803,0.067182890346984,200
"70",25,0.8,"Omni","Graph 2",0.3132,0.00732372752938168,1.25100803329721,0.0422860437303214,200
"71",25,0.8,"Omnibar","Graph 1",0.2634,0.00832639443103108,1.7200074201588,0.0574911587422456,200
"72",25,0.8,"Omnibar","Graph 2",0.2634,0.00832639443103108,1.7200074201588,0.0574911587422456,200
"73",25,0.9,"Abar","Graph 1",0.2974,0.0081275139133723,1.47474735646253,0.0482634948443638,200
"74",25,0.9,"Abar","Graph 2",0.2974,0.0081275139133723,1.47474735646253,0.0482634948443638,200
"75",25,0.9,"ASE","Graph 1",0.2094,0.00889459211230178,2.44520026700662,0.0553190748658308,200
"76",25,0.9,"ASE","Graph 2",0.4148,0.00446817894847306,0.591230996816935,0.0256322057418497,200
"77",25,0.9,"Omni","Graph 1",0.2578,0.0090011612874458,1.88036165713884,0.0570076959683182,200
"78",25,0.9,"Omni","Graph 2",0.3358,0.00733353281288002,1.07782805505855,0.0384074339534099,200
"79",25,0.9,"Omnibar","Graph 1",0.2948,0.00820986047659923,1.50029666710698,0.0485401211776662,200
"80",25,0.9,"Omnibar","Graph 2",0.2948,0.00820986047659923,1.50029666710698,0.0485401211776662,200
"81",32,0,"Abar","Graph 1",0.03375,0.0047890486985607,4.56873196956557,0.0694858320503159,200
"82",32,0,"Abar","Graph 2",0.03375,0.0047890486985607,4.56873196956557,0.0694858320503159,200
"83",32,0,"ASE","Graph 1",0.14984375,0.00867717331860978,2.84306174306741,0.0614139335497879,200
"84",32,0,"ASE","Graph 2",0.13984375,0.00848455929020077,2.97688987372758,0.062420489409768,200
"85",32,0,"Omni","Graph 1",0.04734375,0.00453438961582792,4.07768792999367,0.0602531411067211,200
"86",32,0,"Omni","Graph 2",0.04484375,0.00485124137013859,4.18209705244219,0.0637880945454948,200
"87",32,0,"Omnibar","Graph 1",0.03359375,0.00456115048104546,4.520562904468,0.0694337104092801,200
"88",32,0,"Omnibar","Graph 2",0.03359375,0.00456115048104546,4.520562904468,0.0694337104092801,200
"89",32,0.1,"Abar","Graph 1",0.049375,0.00559701301126245,4.22209318907827,0.0597636246207845,200
"90",32,0.1,"Abar","Graph 2",0.049375,0.00559701301126245,4.22209318907827,0.0597636246207845,200
"91",32,0.1,"ASE","Graph 1",0.134375,0.00830646317044806,3.01573148406603,0.058667295919627,200
"92",32,0.1,"ASE","Graph 2",0.20171875,0.00840570590512808,2.2984861246661,0.0490972397756606,200
"93",32,0.1,"Omni","Graph 1",0.0575,0.00542370853951501,3.95248675342555,0.056456174330544,200
"94",32,0.1,"Omni","Graph 2",0.0709375,0.0056508948211899,3.68395220341912,0.0536169048973131,200
"95",32,0.1,"Omnibar","Graph 1",0.05015625,0.0054797762138574,4.1852313926822,0.0598745327213075,200
"96",32,0.1,"Omnibar","Graph 2",0.05015625,0.0054797762138574,4.1852313926822,0.0598745327213075,200
"97",32,0.2,"Abar","Graph 1",0.0765625,0.006801767051204,3.76069323658089,0.0610784000558598,200
"98",32,0.2,"Abar","Graph 2",0.0765625,0.006801767051204,3.76069323658089,0.0610784000558598,200
"99",32,0.2,"ASE","Graph 1",0.15125,0.00864073922600719,2.87647794291631,0.0597450489221219,200
"100",32,0.2,"ASE","Graph 2",0.26046875,0.00878391416425001,1.82737595647725,0.0541251634029181,200
"101",32,0.2,"Omni","Graph 1",0.07890625,0.00736696786812849,3.685068167246,0.0552267705304583,200
"102",32,0.2,"Omni","Graph 2",0.111875,0.00699248632102693,3.16466255757115,0.0557663194892435,200
"103",32,0.2,"Omnibar","Graph 1",0.07796875,0.00693483236490501,3.72631928470421,0.0608743580771904,200
"104",32,0.2,"Omnibar","Graph 2",0.07796875,0.00693483236490501,3.72631928470421,0.0608743580771904,200
"105",32,0.3,"Abar","Graph 1",0.08171875,0.00645349276742318,3.48617310676856,0.0611146410606724,200
"106",32,0.3,"Abar","Graph 2",0.08171875,0.00645349276742318,3.48617310676856,0.0611146410606724,200
"107",32,0.3,"ASE","Graph 1",0.13015625,0.00782827396258935,2.97537005434538,0.0571964770586565,200
"108",32,0.3,"ASE","Graph 2",0.30265625,0.00839045458439838,1.43146164762499,0.0485833675379369,200
"109",32,0.3,"Omni","Graph 1",0.0721875,0.00590434740765662,3.58320303926771,0.0619634176128091,200
"110",32,0.3,"Omni","Graph 2",0.1234375,0.00645376841290319,2.84709280880101,0.052169973718272,200
"111",32,0.3,"Omnibar","Graph 1",0.08140625,0.00610662134394949,3.47033476977147,0.0610312025385644,200
"112",32,0.3,"Omnibar","Graph 2",0.08140625,0.00610662134394949,3.47033476977147,0.0610312025385644,200
"113",32,0.4,"Abar","Graph 1",0.1203125,0.00698332178368018,3.10093184244169,0.0592308683868604,200
"114",32,0.4,"Abar","Graph 2",0.1203125,0.00698332178368018,3.10093184244169,0.0592308683868604,200
"115",32,0.4,"ASE","Graph 1",0.15578125,0.0080650982700283,2.79834217556746,0.0504138777735952,200
"116",32,0.4,"ASE","Graph 2",0.3296875,0.00701487309696925,1.17141877629928,0.0382690325025025,200
"117",32,0.4,"Omni","Graph 1",0.10296875,0.00692350090297205,3.25350885907393,0.0609903644423528,200
"118",32,0.4,"Omni","Graph 2",0.16296875,0.00704672710334611,2.47586965392669,0.047763826873394,200
"119",32,0.4,"Omnibar","Graph 1",0.12015625,0.00724661449231215,3.09635438477716,0.0609514172978841,200
"120",32,0.4,"Omnibar","Graph 2",0.12015625,0.00724661449231215,3.09635438477716,0.0609514172978841,200
"121",32,0.5,"Abar","Graph 1",0.1525,0.0073790232616846,2.64535919254285,0.0578259949064181,200
"122",32,0.5,"Abar","Graph 2",0.1525,0.0073790232616846,2.64535919254285,0.0578259949064181,200
"123",32,0.5,"ASE","Graph 1",0.14921875,0.00802532814055008,2.79812854337149,0.0558228103808592,200
"124",32,0.5,"ASE","Graph 2",0.37171875,0.00618844332880707,0.890088419382986,0.030931285495929,200
"125",32,0.5,"Omni","Graph 1",0.126875,0.00719749550766893,2.93450109223982,0.0590432670762934,200
"126",32,0.5,"Omni","Graph 2",0.19984375,0.00685977034880756,2.09366775273117,0.047252930887644,200
"127",32,0.5,"Omnibar","Graph 1",0.14703125,0.00723882259538974,2.67807603634222,0.0580628419454569,200
"128",32,0.5,"Omnibar","Graph 2",0.14703125,0.00723882259538974,2.67807603634222,0.0580628419454569,200
"129",32,0.6,"Abar","Graph 1",0.18234375,0.00777480699834375,2.35524636861542,0.055705721203199,200
"130",32,0.6,"Abar","Graph 2",0.18234375,0.00777480699834375,2.35524636861542,0.055705721203199,200
"131",32,0.6,"ASE","Graph 1",0.13984375,0.00770238828504872,2.90367871565464,0.0553823483500025,200
"132",32,0.6,"ASE","Graph 2",0.39109375,0.00578930835231449,0.762694447382283,0.0298739066253069,200
"133",32,0.6,"Omni","Graph 1",0.1471875,0.00829638413965467,2.75752515710802,0.0617900430683796,200
"134",32,0.6,"Omni","Graph 2",0.23671875,0.00728154114952657,1.78433365615889,0.0450447549948655,200
"135",32,0.6,"Omnibar","Graph 1",0.17796875,0.00796320565325723,2.38334807430924,0.0568221749979672,200
"136",32,0.6,"Omnibar","Graph 2",0.17796875,0.00796320565325723,2.38334807430924,0.0568221749979672,200
"137",32,0.7,"Abar","Graph 1",0.2203125,0.00823451869934114,2.01545116205493,0.0575473468529613,200
"138",32,0.7,"Abar","Graph 2",0.2203125,0.00823451869934114,2.01545116205493,0.0575473468529613,200
"139",32,0.7,"ASE","Graph 1",0.15078125,0.0084888960759115,2.83592268635148,0.0582343545973896,200
"140",32,0.7,"ASE","Graph 2",0.39984375,0.00514920239393013,0.65737279422153,0.0252982266019585,200
"141",32,0.7,"Omni","Graph 1",0.17453125,0.00910217958351406,2.47025130158591,0.0656652360336275,200
"142",32,0.7,"Omni","Graph 2",0.2659375,0.0075967056281492,1.50888122982868,0.0455645502875396,200
"143",32,0.7,"Omnibar","Graph 1",0.2146875,0.00856908148556666,2.06821448616684,0.0587708979462473,200
"144",32,0.7,"Omnibar","Graph 2",0.2146875,0.00856908148556666,2.06821448616684,0.0587708979462473,200
"145",32,0.8,"Abar","Graph 1",0.2359375,0.00841432001114766,1.87814705549341,0.0570454303911161,200
"146",32,0.8,"Abar","Graph 2",0.2359375,0.00841432001114766,1.87814705549341,0.0570454303911161,200
"147",32,0.8,"ASE","Graph 1",0.13734375,0.00795611558760961,2.92734892717011,0.0573713543667274,200
"148",32,0.8,"ASE","Graph 2",0.4159375,0.00456895753520895,0.59111366907378,0.0236245851972945,200
"149",32,0.8,"Omni","Graph 1",0.1840625,0.00902233997151282,2.43328643928852,0.0679791477372356,200
"150",32,0.8,"Omni","Graph 2",0.28890625,0.00770735622259001,1.38486819957653,0.0423862242322042,200
"151",32,0.8,"Omnibar","Graph 1",0.22578125,0.00857803210847087,1.97993663457658,0.0592591171745383,200
"152",32,0.8,"Omnibar","Graph 2",0.22578125,0.00857803210847087,1.97993663457658,0.0592591171745383,200
"153",32,0.9,"Abar","Graph 1",0.2803125,0.00824392930864766,1.60045852490748,0.0490077705335688,200
"154",32,0.9,"Abar","Graph 2",0.2803125,0.00824392930864766,1.60045852490748,0.0490077705335688,200
"155",32,0.9,"ASE","Graph 1",0.13796875,0.00735476760935556,2.93238770177651,0.0516238335120108,200
"156",32,0.9,"ASE","Graph 2",0.42125,0.00379811056240087,0.517169942716138,0.0205504871384893,200
"157",32,0.9,"Omni","Graph 1",0.21625,0.00919893295237614,2.18542162504533,0.0657892914415159,200
"158",32,0.9,"Omni","Graph 2",0.3215625,0.00717684101492555,1.14371386326232,0.0380132728213221,200
"159",32,0.9,"Omnibar","Graph 1",0.264375,0.00826749800370136,1.70367699504317,0.054053141136382,200
"160",32,0.9,"Omnibar","Graph 2",0.264375,0.00826749800370136,1.70367699504317,0.054053141136382,200
"161",42,0,"Abar","Graph 1",0.00916666666666666,0.00132552386839252,5.21695805354891,0.0554408022658222,200
"162",42,0,"Abar","Graph 2",0.00916666666666666,0.00132552386839252,5.21695805354891,0.0554408022658222,200
"163",42,0,"ASE","Graph 1",0.0788095238095238,0.00556310236166571,3.39139925615667,0.0495069073997881,200
"164",42,0,"ASE","Graph 2",0.0780952380952381,0.00549553373901923,3.38954553703546,0.0483820883561264,200
"165",42,0,"Omni","Graph 1",0.0167857142857143,0.00183185969868712,4.70644360645461,0.051445412100593,200
"166",42,0,"Omni","Graph 2",0.0180952380952381,0.00192617776470149,4.69589733282991,0.0528355241373366,200
"167",42,0,"Omnibar","Graph 1",0.00976190476190476,0.00142407764131723,5.17738843901546,0.0559963168080216,200
"168",42,0,"Omnibar","Graph 2",0.00976190476190476,0.00142407764131723,5.17738843901546,0.0559963168080216,200
"169",42,0.1,"Abar","Graph 1",0.0153571428571428,0.00198199414758405,4.79622194872806,0.0508091034243461,200
"170",42,0.1,"Abar","Graph 2",0.0153571428571428,0.00198199414758405,4.79622194872806,0.0508091034243461,200
"171",42,0.1,"ASE","Graph 1",0.0867857142857143,0.0061804765353372,3.33812707775952,0.0555914975027739,200
"172",42,0.1,"ASE","Graph 2",0.137142857142857,0.00707924131905009,2.73067589535366,0.0468239704115737,200
"173",42,0.1,"Omni","Graph 1",0.0204761904761905,0.00199018776011278,4.47695231073394,0.0494192167990728,200
"174",42,0.1,"Omni","Graph 2",0.0320238095238095,0.00298889368403818,4.16007406089638,0.0418855400515635,200
"175",42,0.1,"Omnibar","Graph 1",0.0179761904761905,0.00262289249853179,4.74772283505458,0.0500998830659649,200
"176",42,0.1,"Omnibar","Graph 2",0.0179761904761905,0.00262289249853179,4.74772283505458,0.0500998830659649,200
"177",42,0.2,"Abar","Graph 1",0.035,0.00386324735032476,4.36985627717034,0.0571806747743601,200
"178",42,0.2,"Abar","Graph 2",0.035,0.00386324735032476,4.36985627717034,0.0571806747743601,200
"179",42,0.2,"ASE","Graph 1",0.0888095238095238,0.0065362373612258,3.35822314542525,0.0480062366852007,200
"180",42,0.2,"ASE","Graph 2",0.209047619047619,0.00737857837991858,2.05107481245865,0.0467964327468973,200
"181",42,0.2,"Omni","Graph 1",0.0332142857142857,0.00400796809747493,4.26908272864571,0.0505365122794252,200
"182",42,0.2,"Omni","Graph 2",0.0621428571428571,0.00456580549716754,3.61966524758508,0.0476806070229793,200
"183",42,0.2,"Omnibar","Graph 1",0.0370238095238095,0.00407772644787995,4.32458396767268,0.0557559166279548,200
"184",42,0.2,"Omnibar","Graph 2",0.0370238095238095,0.00407772644787995,4.32458396767268,0.0557559166279548,200
"185",42,0.3,"Abar","Graph 1",0.0422619047619048,0.00385781451408999,4.03240456696477,0.0482276615726067,200
"186",42,0.3,"Abar","Graph 2",0.0422619047619048,0.00385781451408999,4.03240456696477,0.0482276615726067,200
"187",42,0.3,"ASE","Graph 1",0.0863095238095238,0.00652910214236935,3.39321388689958,0.0520891768574837,200
"188",42,0.3,"ASE","Graph 2",0.263571428571429,0.00760548191092996,1.67062391629662,0.0483847552117346,200
"189",42,0.3,"Omni","Graph 1",0.0378571428571429,0.00370239258994115,4.10934447081062,0.0501987575104497,200
"190",42,0.3,"Omni","Graph 2",0.0784523809523809,0.00441032031276944,3.30859283853458,0.0387467153042379,200
"191",42,0.3,"Omnibar","Graph 1",0.0427380952380952,0.00383879005632021,4.03783374236975,0.0490096634044335,200
"192",42,0.3,"Omnibar","Graph 2",0.0427380952380952,0.00383879005632021,4.03783374236975,0.0490096634044335,200
"193",42,0.4,"Abar","Graph 1",0.071547619047619,0.0047902289358309,3.5037468528086,0.0491018584390486,200
"194",42,0.4,"Abar","Graph 2",0.071547619047619,0.0047902289358309,3.5037468528086,0.0491018584390486,200
"195",42,0.4,"ASE","Graph 1",0.0884523809523809,0.00619079255362581,3.36389075838567,0.0541290415608811,200
"196",42,0.4,"ASE","Graph 2",0.340595238095238,0.00706908844318929,1.12858989981948,0.0386475938144238,200
"197",42,0.4,"Omni","Graph 1",0.0597619047619047,0.00508866339538138,3.77054987156109,0.0526806212792656,200
"198",42,0.4,"Omni","Graph 2",0.125714285714286,0.00591977188933258,2.7711500418657,0.0400242128551842,200
"199",42,0.4,"Omnibar","Graph 1",0.0716666666666667,0.00518295830395163,3.52930542256538,0.049050545846315,200
"200",42,0.4,"Omnibar","Graph 2",0.0716666666666667,0.00518295830395163,3.52930542256538,0.049050545846315,200
"201",42,0.5,"Abar","Graph 1",0.0941666666666666,0.00571193593507417,3.11052112852801,0.0559465901600456,200
"202",42,0.5,"Abar","Graph 2",0.0941666666666666,0.00571193593507417,3.11052112852801,0.0559465901600456,200
"203",42,0.5,"ASE","Graph 1",0.0782142857142857,0.00529816515571681,3.3230386543108,0.0482857173243164,200
"204",42,0.5,"ASE","Graph 2",0.367619047619048,0.00622809633959805,0.882778004195014,0.0328755539549603,200
"205",42,0.5,"Omni","Graph 1",0.0689285714285714,0.0052712667065926,3.49091124751947,0.0567992621933494,200
"206",42,0.5,"Omni","Graph 2",0.144404761904762,0.00552633569114462,2.43840682038834,0.0441822677108803,200
"207",42,0.5,"Omnibar","Graph 1",0.0913095238095238,0.00570564848351335,3.16889877791142,0.0556887657911849,200
"208",42,0.5,"Omnibar","Graph 2",0.0913095238095238,0.00570564848351335,3.16889877791142,0.0556887657911849,200
"209",42,0.6,"Abar","Graph 1",0.120833333333333,0.00604306961657146,2.83682209324036,0.0507387041636765,200
"210",42,0.6,"Abar","Graph 2",0.120833333333333,0.00604306961657146,2.83682209324036,0.0507387041636765,200
"211",42,0.6,"ASE","Graph 1",0.0888095238095238,0.00620993407846671,3.30313652452394,0.049309880235959,200
"212",42,0.6,"ASE","Graph 2",0.393452380952381,0.00527812560888235,0.754125048990768,0.0288200422845506,200
"213",42,0.6,"Omni","Graph 1",0.081547619047619,0.00530638526342202,3.35952300869523,0.0550390015057325,200
"214",42,0.6,"Omni","Graph 2",0.177857142857143,0.00596232717705824,2.15314321329975,0.0404329974153371,200
"215",42,0.6,"Omnibar","Graph 1",0.113214285714286,0.00585769996202713,2.91732774926696,0.0522477811598068,200
"216",42,0.6,"Omnibar","Graph 2",0.113214285714286,0.00585769996202713,2.91732774926696,0.0522477811598068,200
"217",42,0.7,"Abar","Graph 1",0.141190476190476,0.00651178495090605,2.59056813397409,0.0495393290997213,200
"218",42,0.7,"Abar","Graph 2",0.141190476190476,0.00651178495090605,2.59056813397409,0.0495393290997213,200
"219",42,0.7,"ASE","Graph 1",0.0854761904761905,0.00612094420064839,3.32878233836874,0.0436906753341276,200
"220",42,0.7,"ASE","Graph 2",0.412738095238095,0.00467215463480241,0.598933411644404,0.0230940103905299,200
"221",42,0.7,"Omni","Graph 1",0.0929761904761905,0.00621884433687936,3.18288884599478,0.0536342311041667,200
"222",42,0.7,"Omni","Graph 2",0.203333333333333,0.00612943193510097,1.9354823754742,0.0390583090471921,200
"223",42,0.7,"Omnibar","Graph 1",0.129285714285714,0.0062163530432048,2.69733549329398,0.0500876498720569,200
"224",42,0.7,"Omnibar","Graph 2",0.129285714285714,0.0062163530432048,2.69733549329398,0.0500876498720569,200
"225",42,0.8,"Abar","Graph 1",0.202619047619048,0.00755376660482187,2.06791389619773,0.0522621358192908,200
"226",42,0.8,"Abar","Graph 2",0.202619047619048,0.00755376660482187,2.06791389619773,0.0522621358192908,200
"227",42,0.8,"ASE","Graph 1",0.0797619047619047,0.00621690293179636,3.44411961838401,0.0549879594165633,200
"228",42,0.8,"ASE","Graph 2",0.422261904761905,0.00394918345709338,0.487939242524033,0.018722902066745,200
"229",42,0.8,"Omni","Graph 1",0.127380952380952,0.00745652134517132,2.83115782002459,0.0649289217515237,200
"230",42,0.8,"Omni","Graph 2",0.258928571428571,0.00691578424798802,1.51376059439424,0.0395180193220864,200
"231",42,0.8,"Omnibar","Graph 1",0.1825,0.00763868442641832,2.25044324829271,0.0559551342157829,200
"232",42,0.8,"Omnibar","Graph 2",0.1825,0.00763868442641832,2.25044324829271,0.0559551342157829,200
"233",42,0.9,"Abar","Graph 1",0.246785714285714,0.0081596216151418,1.74052775927068,0.04728086719677,200
"234",42,0.9,"Abar","Graph 2",0.246785714285714,0.0081596216151418,1.74052775927068,0.04728086719677,200
"235",42,0.9,"ASE","Graph 1",0.0813095238095238,0.00610016938852283,3.32938565785087,0.0460714764338269,200
"236",42,0.9,"ASE","Graph 2",0.432380952380952,0.00353410343327822,0.416284973918569,0.0177624548233721,200
"237",42,0.9,"Omni","Graph 1",0.16297619047619,0.00817691977465264,2.51913943315876,0.060359087948628,200
"238",42,0.9,"Omni","Graph 2",0.294166666666667,0.00657358509409442,1.26495587410093,0.03438025387895,200
"239",42,0.9,"Omnibar","Graph 1",0.216666666666667,0.00776026698244519,1.9354918126436,0.0498253576705397,200
"240",42,0.9,"Omnibar","Graph 2",0.216666666666667,0.00776026698244519,1.9354918126436,0.0498253576705397,200
"241",54,0,"Abar","Graph 1",0.00185185185185185,0.000415125777465019,6.00616377394468,0.0475040411929588,200
"242",54,0,"Abar","Graph 2",0.00185185185185185,0.000415125777465019,6.00616377394468,0.0475040411929588,200
"243",54,0,"ASE","Graph 1",0.0437962962962963,0.00351554798346715,3.84166787804579,0.0434133038432121,200
"244",54,0,"ASE","Graph 2",0.0398148148148148,0.00329168827866712,3.99340554889007,0.0448916781293041,200
"245",54,0,"Omni","Graph 1",0.00657407407407407,0.000786523682767043,5.33278807209407,0.0470555015222872,200
"246",54,0,"Omni","Graph 2",0.00527777777777777,0.000769691777962976,5.45078295820109,0.0430515849761074,200
"247",54,0,"Omnibar","Graph 1",0.00185185185185185,0.000435387588508825,5.95962977890179,0.048268072959841,200
"248",54,0,"Omnibar","Graph 2",0.00185185185185185,0.000435387588508825,5.95962977890179,0.048268072959841,200
"249",54,0.1,"Abar","Graph 1",0.00509259259259259,0.000819150562798243,5.48135729619794,0.0470062733886991,200
"250",54,0.1,"Abar","Graph 2",0.00509259259259259,0.000819150562798243,5.48135729619794,0.0470062733886991,200
"251",54,0.1,"ASE","Graph 1",0.040462962962963,0.00386106586507723,3.92506080685398,0.0424408515819455,200
"252",54,0.1,"ASE","Graph 2",0.0783333333333333,0.00494977218746113,3.25046984129504,0.0405990585033773,200
"253",54,0.1,"Omni","Graph 1",0.00749999999999999,0.000900904236866096,5.11757186488304,0.0414054636247088,200
"254",54,0.1,"Omni","Graph 2",0.0117592592592593,0.00119724390134575,4.75704462948657,0.0400114980813405,200
