"","network_size","t","iter.no","Omni","MASE","JE","MRDPG"
"1",100,0,1,0.09,0.09,0.02,0.06
"2",100,0,2,0.03,0.41,0.01,0.03
"3",100,0,3,0.03,0.18,0.33,0.03
"4",100,0,4,0.1,0.3,0.02,0.11
"5",100,0,5,0.21,0.18,0.38,0.02
"6",100,0,6,0.04,0.13,0.02,0.04
"7",100,0,7,0.05,0.28,0.04,0.05
"8",100,0,8,0.09,0.13,0.05,0.1
"9",100,0,9,0.25,0.31,0.47,0.26
"10",100,0,10,0.09,0.25,0.07,0.09
"11",100,0,11,0.13,0.25,0.34,0.13
"12",100,0,12,0.16,0.3,0.36,0.06
"13",100,0,13,0.02,0.14,0.31,0.02
"14",100,0,14,0.03,0.02,0.48,0.02
"15",100,0,15,0.05,0.14,0.04,0.06
"16",100,0,16,0.17,0.12,0.04,0.07
"17",100,0,17,0.1,0.34,0.3,0.09
"18",100,0,18,0.06,0.32,0.01,0.03
"19",100,0,19,0.04,0.28,0.28,0.04
"20",100,0,20,0.05,0.27,0.33,0.03
"21",100,0,21,0.27,0.39,0.08,0.14
"22",100,0,22,0.01,0.05,0.02,0.02
"23",100,0,23,0,0.18,0,0
"24",100,0,24,0.07,0.2,0.42,0.08
"25",100,0,25,0.08,0.23,0.35,0.07
"26",100,0,26,0.02,0.05,0,0.03
"27",100,0,27,0.03,0.26,0.03,0.04
"28",100,0,28,0.16,0.17,0.41,0.07
"29",100,0,29,0.24,0.27,0.41,0.12
"30",100,0,30,0.03,0.05,0.03,0.03
"31",100,0,31,0.03,0.13,0.3,0.12
"32",100,0,32,0,0.02,0,0
"33",100,0,33,0.07,0.23,0.02,0.06
"34",100,0,34,0.03,0.18,0.06,0.03
"35",100,0,35,0.02,0.16,0,0
"36",100,0,36,0.12,0.28,0.32,0.12
"37",100,0,37,0.02,0.07,0.02,0.02
"38",100,0,38,0.12,0.24,0.3,0.04
"39",100,0,39,0.03,0.18,0.02,0.03
"40",100,0,40,0.07,0.19,0.01,0.01
"41",100,0,41,0.04,0.36,0.3,0.04
"42",100,0,42,0.04,0.27,0.01,0.04
"43",100,0,43,0.1,0.3,0.07,0.09
"44",100,0,44,0.09,0.41,0.48,0.09
"45",100,0,45,0,0.24,0.01,0
"46",100,0,46,0.02,0.15,0.02,0.02
"47",100,0,47,0.01,0.19,0.01,0.02
"48",100,0,48,0.02,0.24,0.03,0.03
"49",100,0,49,0.02,0.11,0.01,0.02
"50",100,0,50,0.01,0.07,0,0.02
"51",100,0.0526315789473684,1,0.04,0.08,0.05,0.04
"52",100,0.0526315789473684,2,0,0.22,0,0
"53",100,0.0526315789473684,3,0.03,0.3,0.03,0.03
"54",100,0.0526315789473684,4,0.02,0.33,0.43,0.02
"55",100,0.0526315789473684,5,0.05,0.25,0.08,0.05
"56",100,0.0526315789473684,6,0.01,0.25,0.01,0.01
"57",100,0.0526315789473684,7,0.18,0.21,0.05,0.05
"58",100,0.0526315789473684,8,0.03,0.08,0.01,0.02
"59",100,0.0526315789473684,9,0.08,0.13,0.06,0.08
"60",100,0.0526315789473684,10,0.03,0.26,0.05,0.03
"61",100,0.0526315789473684,11,0.06,0.22,0.34,0.07
"62",100,0.0526315789473684,12,0.42,0.24,0.46,0.03
"63",100,0.0526315789473684,13,0.08,0.32,0.28,0.07
"64",100,0.0526315789473684,14,0.09,0.2,0.45,0.09
"65",100,0.0526315789473684,15,0.03,0.37,0.02,0.1
"66",100,0.0526315789473684,16,0.02,0.23,0.03,0.03
"67",100,0.0526315789473684,17,0.11,0.31,0.09,0.18
"68",100,0.0526315789473684,18,0.04,0.39,0.01,0.04
"69",100,0.0526315789473684,19,0.15,0.31,0.03,0.03
"70",100,0.0526315789473684,20,0.03,0.04,0.05,0.04
"71",100,0.0526315789473684,21,0,0.12,0,0
"72",100,0.0526315789473684,22,0.06,0.08,0.08,0.07
"73",100,0.0526315789473684,23,0.03,0.36,0.47,0.03
"74",100,0.0526315789473684,24,0.01,0.07,0,0.01
"75",100,0.0526315789473684,25,0.03,0.21,0.02,0.03
"76",100,0.0526315789473684,26,0.03,0.23,0.48,0.02
"77",100,0.0526315789473684,27,0.1,0.2,0.26,0.05
"78",100,0.0526315789473684,28,0.11,0.11,0.06,0.11
"79",100,0.0526315789473684,29,0,0.2,0,0
"80",100,0.0526315789473684,30,0.02,0.16,0.04,0.02
"81",100,0.0526315789473684,31,0.02,0.24,0,0.02
"82",100,0.0526315789473684,32,0.08,0.19,0.26,0.08
"83",100,0.0526315789473684,33,0.04,0.14,0.02,0.02
"84",100,0.0526315789473684,34,0.05,0.26,0.06,0.08
"85",100,0.0526315789473684,35,0.26,0.14,0.42,0.14
"86",100,0.0526315789473684,36,0.14,0.21,0.04,0.14
"87",100,0.0526315789473684,37,0.03,0.12,0.02,0.03
"88",100,0.0526315789473684,38,0.01,0.23,0.02,0.01
"89",100,0.0526315789473684,39,0.1,0.14,0.3,0.11
"90",100,0.0526315789473684,40,0.22,0.29,0.37,0.21
"91",100,0.0526315789473684,41,0.03,0.07,0.04,0.03
"92",100,0.0526315789473684,42,0.03,0.28,0.02,0.04
"93",100,0.0526315789473684,43,0.05,0.21,0.02,0.05
"94",100,0.0526315789473684,44,0.22,0.24,0.4,0.3
"95",100,0.0526315789473684,45,0,0.21,0.03,0.03
"96",100,0.0526315789473684,46,0.05,0.22,0.05,0.07
"97",100,0.0526315789473684,47,0.11,0.3,0.35,0.14
"98",100,0.0526315789473684,48,0,0.1,0,0
"99",100,0.0526315789473684,49,0.05,0.15,0.06,0.03
"100",100,0.0526315789473684,50,0.16,0.28,0.43,0.16
"101",100,0.105263157894737,1,0.05,0.25,0.31,0.04
"102",100,0.105263157894737,2,0.04,0.23,0.04,0.04
"103",100,0.105263157894737,3,0.28,0.21,0.29,0.06
"104",100,0.105263157894737,4,0.1,0.43,0.41,0.1
"105",100,0.105263157894737,5,0.12,0.25,0.09,0.12
"106",100,0.105263157894737,6,0.13,0.25,0.34,0.17
"107",100,0.105263157894737,7,0.21,0.31,0.29,0.12
"108",100,0.105263157894737,8,0.01,0.2,0.03,0.01
"109",100,0.105263157894737,9,0.11,0.2,0.05,0
"110",100,0.105263157894737,10,0.01,0.2,0.31,0.01
"111",100,0.105263157894737,11,0.22,0.34,0.33,0.12
"112",100,0.105263157894737,12,0.06,0.3,0.32,0.07
"113",100,0.105263157894737,13,0.05,0.11,0.02,0.06
"114",100,0.105263157894737,14,0.01,0.1,0.02,0.01
"115",100,0.105263157894737,15,0.11,0.28,0.31,0.03
"116",100,0.105263157894737,16,0.05,0.21,0.33,0.05
"117",100,0.105263157894737,17,0.04,0.15,0.27,0.22
"118",100,0.105263157894737,18,0.23,0.27,0.33,0.1
"119",100,0.105263157894737,19,0.05,0.18,0.02,0.06
"120",100,0.105263157894737,20,0.07,0.25,0.05,0.07
"121",100,0.105263157894737,21,0.04,0.25,0.45,0.06
"122",100,0.105263157894737,22,0.02,0.11,0.01,0.06
"123",100,0.105263157894737,23,0.19,0.15,0.05,0.2
"124",100,0.105263157894737,24,0.08,0.28,0.06,0.32
"125",100,0.105263157894737,25,0.07,0.3,0.03,0.07
"126",100,0.105263157894737,26,0.07,0.29,0.34,0.07
"127",100,0.105263157894737,27,0.09,0.21,0.29,0.09
"128",100,0.105263157894737,28,0.05,0.28,0.3,0.02
"129",100,0.105263157894737,29,0.08,0.29,0.46,0.08
"130",100,0.105263157894737,30,0.03,0.07,0.03,0.03
"131",100,0.105263157894737,31,0.03,0.32,0.05,0.08
"132",100,0.105263157894737,32,0.06,0.32,0.07,0.05
"133",100,0.105263157894737,33,0.2,0.22,0.09,0.07
"134",100,0.105263157894737,34,0.02,0.06,0.02,0.03
"135",100,0.105263157894737,35,0.28,0.12,0.38,0.28
"136",100,0.105263157894737,36,0.04,0.21,0.05,0.04
"137",100,0.105263157894737,37,0.06,0.18,0.09,0.05
"138",100,0.105263157894737,38,0.07,0.2,0.05,0.05
"139",100,0.105263157894737,39,0.1,0.31,0.33,0.11
"140",100,0.105263157894737,40,0.02,0.11,0.05,0.03
"141",100,0.105263157894737,41,0.05,0.15,0.06,0.04
"142",100,0.105263157894737,42,0.33,0.4,0.46,0.39
"143",100,0.105263157894737,43,0.17,0.14,0.45,0.05
"144",100,0.105263157894737,44,0.15,0.34,0.28,0.13
"145",100,0.105263157894737,45,0.07,0.29,0.07,0.06
"146",100,0.105263157894737,46,0.08,0.32,0.02,0.06
"147",100,0.105263157894737,47,0.04,0.27,0.03,0.06
"148",100,0.105263157894737,48,0.29,0.24,0.06,0.12
"149",100,0.105263157894737,49,0.04,0.25,0.01,0.04
"150",100,0.105263157894737,50,0.06,0.14,0.01,0.04
"151",100,0.157894736842105,1,0.08,0.15,0.05,0.04
"152",100,0.157894736842105,2,0.14,0.38,0.03,0.1
"153",100,0.157894736842105,3,0.02,0.22,0.06,0.02
"154",100,0.157894736842105,4,0.29,0.3,0.3,0.3
"155",100,0.157894736842105,5,0.06,0.08,0.06,0.07
"156",100,0.157894736842105,6,0.25,0.2,0.07,0.05
"157",100,0.157894736842105,7,0.11,0.32,0.33,0.1
"158",100,0.157894736842105,8,0.03,0.27,0.02,0.05
"159",100,0.157894736842105,9,0.02,0.3,0.02,0.02
"160",100,0.157894736842105,10,0.04,0.11,0.42,0.05
"161",100,0.157894736842105,11,0.08,0.14,0.03,0.06
"162",100,0.157894736842105,12,0.08,0.18,0.05,0.06
"163",100,0.157894736842105,13,0.09,0.18,0.05,0.12
"164",100,0.157894736842105,14,0.11,0.39,0.08,0.07
"165",100,0.157894736842105,15,0.07,0.25,0.3,0.07
"166",100,0.157894736842105,16,0.09,0.32,0,0.01
"167",100,0.157894736842105,17,0.14,0.44,0.09,0.15
"168",100,0.157894736842105,18,0.09,0.29,0.08,0.24
"169",100,0.157894736842105,19,0.14,0.27,0.46,0.11
"170",100,0.157894736842105,20,0.12,0.29,0.06,0.09
"171",100,0.157894736842105,21,0.02,0.36,0.04,0.04
"172",100,0.157894736842105,22,0.18,0.3,0.44,0.17
"173",100,0.157894736842105,23,0.18,0.32,0.34,0.24
"174",100,0.157894736842105,24,0.12,0.3,0.44,0.05
"175",100,0.157894736842105,25,0.02,0.2,0.41,0.02
"176",100,0.157894736842105,26,0.04,0.11,0.09,0.04
"177",100,0.157894736842105,27,0.06,0.22,0.07,0.07
"178",100,0.157894736842105,28,0.13,0.23,0.16,0.14
"179",100,0.157894736842105,29,0.33,0.33,0.32,0.32
"180",100,0.157894736842105,30,0.02,0.06,0.02,0.02
"181",100,0.157894736842105,31,0.12,0.18,0.29,0.12
"182",100,0.157894736842105,32,0.06,0.28,0.07,0.08
"183",100,0.157894736842105,33,0.06,0.2,0.1,0.23
"184",100,0.157894736842105,34,0.03,0.21,0.02,0.03
"185",100,0.157894736842105,35,0.11,0.19,0.06,0.07
"186",100,0.157894736842105,36,0.08,0.38,0.06,0.08
"187",100,0.157894736842105,37,0.03,0.38,0.01,0.03
"188",100,0.157894736842105,38,0.02,0.28,0.03,0.03
"189",100,0.157894736842105,39,0.03,0.14,0.06,0.03
"190",100,0.157894736842105,40,0.03,0.33,0.02,0.02
"191",100,0.157894736842105,41,0.28,0.42,0.32,0.26
"192",100,0.157894736842105,42,0.09,0.23,0.08,0.11
"193",100,0.157894736842105,43,0.02,0.11,0.46,0.02
"194",100,0.157894736842105,44,0.02,0.25,0.01,0.03
"195",100,0.157894736842105,45,0.09,0.32,0.02,0.03
"196",100,0.157894736842105,46,0.15,0.06,0.3,0.09
"197",100,0.157894736842105,47,0.1,0.16,0.31,0.11
"198",100,0.157894736842105,48,0.09,0.31,0.3,0.07
"199",100,0.157894736842105,49,0.1,0.25,0.04,0.04
"200",100,0.157894736842105,50,0.17,0.26,0.33,0.13
"201",100,0.210526315789474,1,0.05,0.3,0.06,0.05
"202",100,0.210526315789474,2,0.03,0.19,0.01,0.03
"203",100,0.210526315789474,3,0.06,0.16,0.06,0.05
"204",100,0.210526315789474,4,0.04,0.27,0.33,0.04
"205",100,0.210526315789474,5,0.08,0.26,0.32,0.1
"206",100,0.210526315789474,6,0.11,0.32,0.06,0.1
"207",100,0.210526315789474,7,0.27,0.22,0.3,0.14
"208",100,0.210526315789474,8,0.16,0.3,0.03,0.09
"209",100,0.210526315789474,9,0.32,0.26,0.32,0.16
"210",100,0.210526315789474,10,0.18,0.23,0.3,0.11
"211",100,0.210526315789474,11,0.14,0.23,0.31,0.2
"212",100,0.210526315789474,12,0.16,0.18,0.08,0.13
"213",100,0.210526315789474,13,0.08,0.16,0.08,0.09
"214",100,0.210526315789474,14,0.09,0.18,0.44,0.09
"215",100,0.210526315789474,15,0.1,0.47,0.32,0.11
"216",100,0.210526315789474,16,0.1,0.14,0.3,0.09
"217",100,0.210526315789474,17,0.03,0.13,0.04,0.03
"218",100,0.210526315789474,18,0.06,0.05,0.04,0.06
"219",100,0.210526315789474,19,0.07,0.34,0.28,0.07
"220",100,0.210526315789474,20,0.06,0.21,0.47,0.06
"221",100,0.210526315789474,21,0.06,0.18,0.05,0.07
"222",100,0.210526315789474,22,0.2,0.25,0.36,0.07
"223",100,0.210526315789474,23,0.24,0.27,0.29,0.25
"224",100,0.210526315789474,24,0.14,0.2,0.04,0.07
"225",100,0.210526315789474,25,0.13,0.22,0.41,0.15
"226",100,0.210526315789474,26,0.07,0.22,0.31,0.07
"227",100,0.210526315789474,27,0.02,0.25,0.31,0.03
"228",100,0.210526315789474,28,0.04,0.27,0.03,0.03
"229",100,0.210526315789474,29,0.06,0.32,0.38,0.07
"230",100,0.210526315789474,30,0.01,0.06,0.02,0
"231",100,0.210526315789474,31,0.04,0.25,0.33,0.04
"232",100,0.210526315789474,32,0.14,0.27,0.44,0.14
"233",100,0.210526315789474,33,0.04,0.07,0.06,0.04
"234",100,0.210526315789474,34,0.11,0.21,0.33,0.12
"235",100,0.210526315789474,35,0.12,0.3,0.11,0.17
"236",100,0.210526315789474,36,0.04,0.06,0.05,0.05
"237",100,0.210526315789474,37,0.21,0.23,0.13,0.13
"238",100,0.210526315789474,38,0.21,0.34,0.32,0.14
"239",100,0.210526315789474,39,0.03,0.11,0.07,0.14
"240",100,0.210526315789474,40,0.1,0.25,0.27,0.1
"241",100,0.210526315789474,41,0.06,0.21,0.03,0.06
"242",100,0.210526315789474,42,0.19,0.29,0.08,0.19
"243",100,0.210526315789474,43,0.12,0.17,0.05,0.06
"244",100,0.210526315789474,44,0.08,0.23,0.07,0.08
"245",100,0.210526315789474,45,0.03,0.25,0.31,0.03
"246",100,0.210526315789474,46,0.22,0.29,0.31,0.1
"247",100,0.210526315789474,47,0.1,0.21,0.28,0.1
"248",100,0.210526315789474,48,0.02,0.14,0.24,0.03
"249",100,0.210526315789474,49,0.07,0.22,0.06,0.05
"250",100,0.210526315789474,50,0.1,0.2,0.3,0.07
"251",100,0.263157894736842,1,0.22,0.24,0.39,0.22
"252",100,0.263157894736842,2,0.07,0.24,0.27,0.05
"253",100,0.263157894736842,3,0.17,0.16,0.39,0.16
"254",100,0.263157894736842,4,0.05,0.27,0.28,0.03
"255",100,0.263157894736842,5,0.03,0.09,0.31,0.04
"256",100,0.263157894736842,6,0.09,0.17,0.06,0.07
"257",100,0.263157894736842,7,0.09,0.12,0.04,0.08
"258",100,0.263157894736842,8,0.07,0.17,0.29,0.07
"259",100,0.263157894736842,9,0.05,0.19,0.04,0.08
"260",100,0.263157894736842,10,0.05,0.37,0.05,0.05
"261",100,0.263157894736842,11,0.09,0.18,0.03,0.09
"262",100,0.263157894736842,12,0.09,0.27,0.08,0.06
"263",100,0.263157894736842,13,0.1,0.28,0.3,0.1
"264",100,0.263157894736842,14,0.06,0.34,0.32,0.06
"265",100,0.263157894736842,15,0.05,0.31,0.31,0.05
"266",100,0.263157894736842,16,0.04,0.12,0.01,0.05
"267",100,0.263157894736842,17,0.02,0.34,0.03,0.02
"268",100,0.263157894736842,18,0.16,0.17,0.32,0.08
"269",100,0.263157894736842,19,0.02,0.29,0.02,0.02
"270",100,0.263157894736842,20,0.11,0.36,0.03,0.06
"271",100,0.263157894736842,21,0.02,0.26,0.03,0.03
"272",100,0.263157894736842,22,0.04,0.2,0.03,0.06
"273",100,0.263157894736842,23,0.05,0.36,0.06,0.06
"274",100,0.263157894736842,24,0.11,0.35,0.37,0.1
"275",100,0.263157894736842,25,0.32,0.26,0.37,0.31
"276",100,0.263157894736842,26,0.06,0.25,0.29,0.07
"277",100,0.263157894736842,27,0.17,0.23,0.04,0.18
"278",100,0.263157894736842,28,0.1,0.26,0.36,0.1
"279",100,0.263157894736842,29,0.14,0.26,0.05,0.04
"280",100,0.263157894736842,30,0.03,0.16,0.03,0.04
"281",100,0.263157894736842,31,0.12,0.23,0.41,0.09
"282",100,0.263157894736842,32,0.12,0.31,0.04,0.07
"283",100,0.263157894736842,33,0.15,0.25,0.4,0.14
"284",100,0.263157894736842,34,0.11,0.29,0.32,0.11
"285",100,0.263157894736842,35,0.17,0.23,0.33,0.17
"286",100,0.263157894736842,36,0.17,0.31,0.03,0.16
"287",100,0.263157894736842,37,0.31,0.2,0.4,0.2
"288",100,0.263157894736842,38,0.2,0.3,0.34,0.25
"289",100,0.263157894736842,39,0.23,0.23,0.08,0.12
"290",100,0.263157894736842,40,0.06,0.3,0.33,0.04
"291",100,0.263157894736842,41,0.18,0.15,0.06,0.06
"292",100,0.263157894736842,42,0.38,0.41,0.34,0.23
"293",100,0.263157894736842,43,0.08,0.46,0.05,0.08
"294",100,0.263157894736842,44,0.07,0.33,0.32,0.07
"295",100,0.263157894736842,45,0.11,0.45,0.06,0.08
"296",100,0.263157894736842,46,0.22,0.23,0.43,0.06
"297",100,0.263157894736842,47,0.1,0.27,0.08,0.09
"298",100,0.263157894736842,48,0.04,0.16,0.34,0.02
"299",100,0.263157894736842,49,0.02,0.2,0.02,0.03
"300",100,0.263157894736842,50,0.14,0.29,0.31,0.08
"301",100,0.315789473684211,1,0.16,0.18,0.06,0.07
"302",100,0.315789473684211,2,0.07,0.2,0.02,0.05
"303",100,0.315789473684211,3,0.06,0.32,0.14,0.07
"304",100,0.315789473684211,4,0.09,0.21,0.46,0.07
"305",100,0.315789473684211,5,0.23,0.3,0.3,0.08
"306",100,0.315789473684211,6,0.27,0.32,0.35,0.21
"307",100,0.315789473684211,7,0.07,0.26,0.06,0.05
"308",100,0.315789473684211,8,0.18,0.25,0.38,0.31
"309",100,0.315789473684211,9,0.24,0.26,0.27,0.25
"310",100,0.315789473684211,10,0.06,0.29,0.33,0.07
"311",100,0.315789473684211,11,0.17,0.33,0.34,0.17
"312",100,0.315789473684211,12,0.25,0.29,0.33,0.26
"313",100,0.315789473684211,13,0.06,0.29,0.32,0.06
"314",100,0.315789473684211,14,0.13,0.29,0.28,0.13
"315",100,0.315789473684211,15,0.11,0.24,0.42,0.16
"316",100,0.315789473684211,16,0.05,0.22,0.43,0.11
"317",100,0.315789473684211,17,0.1,0.34,0.32,0.1
"318",100,0.315789473684211,18,0.13,0.3,0.33,0.12
"319",100,0.315789473684211,19,0.29,0.27,0.37,0.18
"320",100,0.315789473684211,20,0.06,0.18,0.3,0.21
"321",100,0.315789473684211,21,0.09,0.3,0.31,0.1
"322",100,0.315789473684211,22,0.09,0.3,0.05,0.07
"323",100,0.315789473684211,23,0.04,0.39,0.34,0.04
"324",100,0.315789473684211,24,0.23,0.37,0.1,0.19
"325",100,0.315789473684211,25,0.32,0.35,0.3,0.08
"326",100,0.315789473684211,26,0.12,0.28,0.36,0.17
"327",100,0.315789473684211,27,0.09,0.27,0.08,0.09
"328",100,0.315789473684211,28,0.08,0.18,0.02,0.06
"329",100,0.315789473684211,29,0.04,0.12,0.34,0.05
"330",100,0.315789473684211,30,0.17,0.22,0.31,0.28
"331",100,0.315789473684211,31,0.08,0.25,0.33,0.07
"332",100,0.315789473684211,32,0.08,0.19,0.09,0.1
"333",100,0.315789473684211,33,0.13,0.3,0.37,0.17
"334",100,0.315789473684211,34,0.05,0.2,0.04,0.03
"335",100,0.315789473684211,35,0.04,0.34,0.33,0.12
"336",100,0.315789473684211,36,0.3,0.22,0.13,0.12
"337",100,0.315789473684211,37,0.04,0.19,0.05,0.04
"338",100,0.315789473684211,38,0.11,0.38,0.07,0.06
"339",100,0.315789473684211,39,0.33,0.24,0.33,0.32
"340",100,0.315789473684211,40,0.22,0.26,0.35,0.1
"341",100,0.315789473684211,41,0.25,0.3,0.33,0.14
"342",100,0.315789473684211,42,0.14,0.27,0.32,0.14
"343",100,0.315789473684211,43,0.04,0.37,0.34,0.05
"344",100,0.315789473684211,44,0.11,0.27,0.09,0.11
"345",100,0.315789473684211,45,0.15,0.29,0.4,0.15
"346",100,0.315789473684211,46,0.13,0.18,0.33,0.13
"347",100,0.315789473684211,47,0.1,0.16,0.32,0.1
"348",100,0.315789473684211,48,0.11,0.17,0.35,0.12
"349",100,0.315789473684211,49,0.07,0.32,0.4,0.05
"350",100,0.315789473684211,50,0.05,0.23,0.31,0.07
"351",100,0.368421052631579,1,0.23,0.31,0.42,0.07
"352",100,0.368421052631579,2,0.08,0.09,0.3,0.09
"353",100,0.368421052631579,3,0.21,0.27,0.45,0.19
"354",100,0.368421052631579,4,0.08,0.22,0.31,0.08
"355",100,0.368421052631579,5,0.26,0.31,0.4,0.25
"356",100,0.368421052631579,6,0.32,0.3,0.33,0.26
"357",100,0.368421052631579,7,0.03,0.19,0.04,0.03
"358",100,0.368421052631579,8,0.11,0.19,0.31,0.11
"359",100,0.368421052631579,9,0.01,0.21,0.04,0.19
"360",100,0.368421052631579,10,0.3,0.35,0.37,0.29
"361",100,0.368421052631579,11,0.19,0.2,0.11,0.12
"362",100,0.368421052631579,12,0.18,0.22,0.32,0.18
"363",100,0.368421052631579,13,0.13,0.27,0.09,0.22
"364",100,0.368421052631579,14,0.18,0.25,0.33,0.19
"365",100,0.368421052631579,15,0.09,0.2,0.35,0.09
"366",100,0.368421052631579,16,0.07,0.11,0.05,0.04
"367",100,0.368421052631579,17,0.06,0.3,0.3,0.05
"368",100,0.368421052631579,18,0.32,0.18,0.32,0.12
"369",100,0.368421052631579,19,0.06,0.34,0.04,0.07
"370",100,0.368421052631579,20,0.25,0.35,0.38,0.11
"371",100,0.368421052631579,21,0.02,0.14,0.03,0.01
"372",100,0.368421052631579,22,0.08,0.38,0.36,0.06
"373",100,0.368421052631579,23,0.07,0.33,0.05,0.07
"374",100,0.368421052631579,24,0.08,0.19,0.3,0.07
"375",100,0.368421052631579,25,0.26,0.37,0.34,0.13
"376",100,0.368421052631579,26,0.07,0.34,0.08,0.07
"377",100,0.368421052631579,27,0.17,0.22,0.16,0.15
"378",100,0.368421052631579,28,0.06,0.34,0.05,0.06
"379",100,0.368421052631579,29,0.06,0.34,0.35,0.06
"380",100,0.368421052631579,30,0.17,0.37,0.07,0.22
"381",100,0.368421052631579,31,0.24,0.15,0.35,0.23
"382",100,0.368421052631579,32,0.02,0.23,0.02,0.03
"383",100,0.368421052631579,33,0.06,0.22,0.38,0.06
"384",100,0.368421052631579,34,0.03,0.15,0.43,0.06
"385",100,0.368421052631579,35,0.09,0.34,0.31,0.08
"386",100,0.368421052631579,36,0.23,0.32,0.34,0.23
"387",100,0.368421052631579,37,0.07,0.18,0.05,0.09
"388",100,0.368421052631579,38,0.3,0.36,0.33,0.34
"389",100,0.368421052631579,39,0.04,0.18,0.06,0.07
"390",100,0.368421052631579,40,0.26,0.35,0.43,0.26
"391",100,0.368421052631579,41,0.23,0.36,0.28,0.16
"392",100,0.368421052631579,42,0.17,0.23,0.3,0.14
"393",100,0.368421052631579,43,0.08,0.2,0.07,0.08
"394",100,0.368421052631579,44,0.14,0.16,0.09,0.18
"395",100,0.368421052631579,45,0.06,0.28,0.34,0.08
"396",100,0.368421052631579,46,0.07,0.21,0.33,0.07
"397",100,0.368421052631579,47,0.19,0.29,0.09,0.13
"398",100,0.368421052631579,48,0.27,0.26,0.35,0.21
"399",100,0.368421052631579,49,0.29,0.37,0.34,0.25
"400",100,0.368421052631579,50,0.04,0.25,0.02,0.04
"401",100,0.421052631578947,1,0.17,0.3,0.33,0.2
"402",100,0.421052631578947,2,0.28,0.33,0.35,0.34
"403",100,0.421052631578947,3,0.23,0.26,0.34,0.2
"404",100,0.421052631578947,4,0.26,0.31,0.32,0.42
"405",100,0.421052631578947,5,0.3,0.19,0.13,0.15
"406",100,0.421052631578947,6,0.1,0.28,0.31,0.1
"407",100,0.421052631578947,7,0.29,0.28,0.06,0.13
"408",100,0.421052631578947,8,0.13,0.29,0.46,0.14
"409",100,0.421052631578947,9,0.02,0.25,0.04,0.02
"410",100,0.421052631578947,10,0.05,0.26,0.06,0.02
"411",100,0.421052631578947,11,0.14,0.13,0.35,0.14
"412",100,0.421052631578947,12,0.27,0.28,0.33,0.13
"413",100,0.421052631578947,13,0.04,0.24,0.02,0.16
"414",100,0.421052631578947,14,0.21,0.29,0.3,0.2
"415",100,0.421052631578947,15,0.12,0.25,0.08,0.13
"416",100,0.421052631578947,16,0.07,0.22,0.34,0.07
"417",100,0.421052631578947,17,0.17,0.27,0.3,0.18
"418",100,0.421052631578947,18,0.08,0.31,0.33,0.07
"419",100,0.421052631578947,19,0.12,0.32,0.32,0.2
"420",100,0.473684210526316,1,0.12,0.28,0.18,0.13
"421",100,0.473684210526316,2,0.23,0.31,0.44,0.12
"422",100,0.473684210526316,3,0.11,0.19,0.43,0.05
"423",100,0.473684210526316,4,0.13,0.14,0.04,0.15
"424",100,0.473684210526316,5,0.32,0.34,0.41,0.33
"425",100,0.473684210526316,6,0.15,0.2,0.38,0.14
"426",100,0.473684210526316,7,0.13,0.3,0.32,0.17
"427",100,0.473684210526316,8,0.22,0.26,0.39,0.2
"428",100,0.473684210526316,9,0.27,0.29,0.44,0.17
"429",100,0.473684210526316,10,0.12,0.36,0.1,0.14
"430",100,0.473684210526316,11,0.33,0.27,0.35,0.33
"431",100,0.473684210526316,12,0.26,0.23,0.46,0.26
"432",100,0.473684210526316,13,0.08,0.25,0.07,0.09
"433",100,0.473684210526316,14,0.24,0.18,0.42,0.2
"434",100,0.473684210526316,15,0.16,0.49,0.41,0.35
"435",100,0.473684210526316,16,0.11,0.16,0.29,0.11
"436",100,0.473684210526316,17,0.2,0.34,0.49,0.17
"437",100,0.473684210526316,18,0.25,0.31,0.44,0.14
"438",100,0.473684210526316,19,0.18,0.34,0.32,0.16
"439",100,0.473684210526316,20,0.24,0.31,0.28,0.24
"440",100,0.473684210526316,21,0.08,0.29,0.46,0.08
"441",100,0.473684210526316,22,0.27,0.3,0.45,0.1
