"","network_size","t","iter.no","Method","MC_Rate","D12","D13","D23"
"3258","100","0","466","ALS","0.02","6.91278726549993","6.88464902214483","4.0743553709052"
"3259","100","0","466","JE","0","7.26029164294202","7.16908730567298","4.21502627727147"
"3260","100","0","466","RASE","0.06","6.85196387030962","7.33936072930266","3.48687938774015"
"3261","100","0","466","MASE","0.27","3.43380061906475","6.44104124475883","3.32784950215639"
"3262","100","0","466","ASE1","0.29","5.97232362909451","4.11002590322762","2.94826478367241"
"3263","100","0","467","AASE","0.02","3.73113648941198","7.93218139742996","8.79451728027026"
"3264","100","0","467","OMNI","0.08","3.38947717048554","8.60575583076066","7.93743694395611"
"3265","100","0","467","ALS","0.07","3.49566915515079","8.43793520050071","7.95319560364218"
"3266","100","0","467","JE","0.1","3.19709431463736","8.82116281582129","8.20882814232792"
"3267","100","0","467","RASE","0.02","3.62616924304329","7.67023591702385","8.29905533577841"
"3268","100","0","467","MASE","0.09","2.84146628290924","5.47856600239738","6.32001446485624"
"3269","100","0","467","ASE1","0.44","4.37984429029698","2.92359399939347","2.42614260958363"
"3270","100","0","468","AASE","0.05","8.14759115361886","8.61022481005831","3.9235349828453"
"3271","100","0","468","OMNI","0.07","8.16223735297478","8.43446110567968","3.52997518892712"
"3272","100","0","468","ALS","0.06","8.20898021063159","8.31914306085981","3.67844534765097"
"3273","100","0","468","JE","0.37","8.72415620091078","3.35687916653656","8.57915645954928"
"3274","100","0","468","RASE","0.2","8.11499781897201","8.49585148321973","2.24227452726791"
"3275","100","0","468","MASE","0.18","7.57887200039067","7.54825263976741","3.35853641089493"
"3276","100","0","468","ASE1","0.39","3.66772832829284","2.4823015599243","3.85879890394871"
"3277","100","0","469","AASE","0.07","8.198233199331","8.36952342657237","3.18452241780159"
"3278","100","0","469","OMNI","0.08","8.36371500353262","8.44539980100544","3.2951737084428"
"3279","100","0","469","ALS","0.06","8.06608652393575","8.47232691009437","3.55971743345552"
"3280","100","0","469","JE","0.08","8.25097082221638","8.4373102780067","3.24739848941275"
"3281","100","0","469","RASE","0.23","8.58213229508829","8.12411347443495","2.36135629292489"
"3282","100","0","469","MASE","0.19","7.52860564823866","7.44222520807364","3.32343591089412"
"3283","100","0","469","ASE1","0.27","3.52322629355114","3.58163094642125","3.5024384685143"
"3284","100","0","470","AASE","0.01","10.5502825105125","4.83411490642319","9.83331322173964"
"3285","100","0","470","OMNI","0.01","10.4934203958914","5.12150181337885","9.64809971808733"
"3286","100","0","470","ALS","0.01","10.2993515630722","5.01887143573573","9.29625425729301"
"3287","100","0","470","JE","0.02","10.4423690431276","4.60948931322994","9.84914065357494"
"3288","100","0","470","RASE","0.04","10.2111966768313","4.13734586953012","9.41568480819523"
"3289","100","0","470","MASE","0.05","11.284232878526","3.83141738283451","8.37217612157535"
"3290","100","0","470","ASE1","0.28","4.34273105536257","2.61279629537901","4.01879134810883"
"3291","100","0","471","AASE","0.08","7.74787490431168","3.23973357636491","7.50154017252183"
"3292","100","0","471","OMNI","0.04","7.81353960893103","3.71837322080814","7.23995072222999"
"3293","100","0","471","ALS","0.02","8.1782226862002","4.00852265953901","7.07755323356156"
"3294","100","0","471","JE","0.26","6.98645416616836","3.42630558192126","7.87086008262298"
"3295","100","0","471","RASE","0.23","7.12554906336","3.18407315482413","7.47713455276962"
"3296","100","0","471","MASE","0.2","6.21314947708745","2.97018192600242","6.96302820184217"
"3297","100","0","471","ASE1","0.36","5.44351841871126","3.96820635009333","3.38439563866223"
"3298","100","0","472","AASE","0.03","4.21561548569848","7.97555829529601","6.77373216166675"
"3299","100","0","472","OMNI","0.02","6.69020145549399","7.99027608651732","4.2922711691115"
"3300","100","0","472","ALS","0.03","6.43722994569619","8.00739104155884","4.14320908780268"
"3301","100","0","472","JE","0.06","3.83929887879999","8.16832732943403","6.66752753340095"
"3302","100","0","472","RASE","0.06","7.06744579632088","6.85343821714756","3.97079139772959"
"3303","100","0","472","MASE","0.27","6.03548108118461","2.6489139803921","6.52831809856283"
"3304","100","0","472","ASE1","0.34","3.30681686813689","3.22206214465787","3.65542198361732"
"3305","100","0","473","AASE","0.04","7.25050036896375","4.42270384137994","5.73894835827726"
"3306","100","0","473","OMNI","0.05","6.83141368074501","4.36686444592783","6.09764037604734"
"3307","100","0","473","ALS","0.05","6.81171278622246","4.26345948816558","6.03591247554222"
"3308","100","0","473","JE","0.05","6.78860851973992","3.99878949582738","6.47879211612693"
"3309","100","0","473","RASE","0.05","6.850853468085","4.23705092741","5.8766466848505"
"3310","100","0","473","MASE","0.11","5.42832811692882","2.78953482493037","3.82372651441258"
"3311","100","0","473","ASE1","0.35","3.62173899302895","4.25944687239144","3.17359931015038"
"3312","100","0","474","AASE","0.05","3.73990629943935","8.28460937990184","8.05972259343016"
"3313","100","0","474","OMNI","0.06","3.63808056926832","8.38749753800553","8.31214583028067"
"3314","100","0","474","ALS","0.06","3.76711052586916","8.49577098518666","8.43342685094471"
"3315","100","0","474","JE","0.05","3.63753311905841","8.25689327321278","8.04882480465954"
"3316","100","0","474","RASE","0.17","2.47518834865105","7.88600605337297","8.13335732451918"
"3317","100","0","474","MASE","0.18","2.72511955623452","6.66786688182464","7.85647338138574"
"3318","100","0","474","ASE1","0.4","4.02303556420633","2.90521398843965","10.6595325510349"
"3319","100","0","475","AASE","0","7.38948482638547","7.39749008039695","4.9774698434824"
"3320","100","0","475","OMNI","0","7.33602065829874","7.24424000362404","4.91457238281048"
"3321","100","0","475","ALS","0.05","7.08469342776191","7.26154551365392","4.22927540152409"
"3322","100","0","475","JE","0","7.38431592990912","7.43517133388508","4.75890143612424"
"3323","100","0","475","RASE","0","7.25263026610819","7.56379689518709","4.36305367476233"
"3324","100","0","475","MASE","0.18","6.30753603239792","6.75294489312698","3.22124192205422"
"3325","100","0","475","ASE1","0.34","4.34666870810452","3.7731353801612","2.16093791232001"
"3326","100","0","476","AASE","0.06","4.17339254352215","7.12159500545754","7.60557246688251"
"3327","100","0","476","OMNI","0.02","4.25086556391828","6.9495665141299","7.79592944464448"
"3328","100","0","476","ALS","0.03","4.24116590506387","6.88580724871046","7.7048835097262"
"3329","100","0","476","JE","0.02","4.43984051400861","6.96203662118009","7.62395627203731"
"3330","100","0","476","RASE","0.06","4.07935970918164","7.0171082230185","7.56411635625945"
"3331","100","0","476","MASE","0.17","3.71143561354855","6.67898317449901","6.31273470161254"
"3332","100","0","476","ASE1","0.22","3.24398445241481","4.44119773616406","4.33504080190617"
"3333","100","0","477","AASE","0.02","7.53858548615673","3.82893770265901","6.71013979987419"
"3334","100","0","477","OMNI","0.16","9.9196494889122","3.02394349087448","6.82875967637161"
"3335","100","0","477","ALS","0.03","7.17166845942453","3.68695697039515","6.50775450091965"
"3336","100","0","477","JE","0.14","10.0190201559422","3.0962669681606","7.01193283321127"
"3337","100","0","477","RASE","0.09","6.94958098387388","3.11390287529456","7.14173362102508"
"3338","100","0","477","MASE","0.31","5.30102784976336","2.87880861173184","7.7624799488938"
"3339","100","0","477","ASE1","0.39","4.95216132229157","3.58041163683026","2.19712779375832"
"3340","100","0","478","AASE","0.06","6.5387530368968","3.73349484880516","8.4045009728499"
"3341","100","0","478","OMNI","0.04","6.91846652886638","3.49813110994195","7.78608966527677"
"3342","100","0","478","ALS","0.03","6.85477825819024","4.02560834681548","7.73824832875482"
"3343","100","0","478","JE","0.04","6.93844127670054","3.44928193455084","7.85465230328507"
"3344","100","0","478","RASE","0.06","6.76703142626253","3.59809837460903","7.80670257688362"
"3345","100","0","478","MASE","0.15","7.21028040437195","3.1156841110161","6.33349168869511"
"3346","100","0","478","ASE1","0.17","5.05566302416329","3.35630122963969","3.78253445953831"
"3347","100","0","479","AASE","0.03","9.40693289657708","4.39549760819209","6.68875261582412"
"3348","100","0","479","OMNI","0.02","9.23331713573984","4.47735981780567","6.55041241083012"
"3349","100","0","479","ALS","0.02","9.1281895409003","4.45646692233715","6.30411190542724"
"3350","100","0","479","JE","0.34","6.57879125888856","1.34055201961814","12.050123926693"
"3351","100","0","479","RASE","0.35","6.57748063710665","1.06293802872615","11.7834372047227"
"3352","100","0","479","MASE","0.26","7.21269188746071","3.33636520525169","5.82126231129582"
"3353","100","0","479","ASE1","0.38","4.34204595013587","3.31523090970011","3.92015016017791"
"3354","100","0","480","AASE","0.06","3.43349075244375","8.13586743521719","7.2841370517999"
"3355","100","0","480","OMNI","0.19","1.58830455036651","8.69526254265161","6.41501709123299"
"3356","100","0","480","ALS","0.11","2.7609265226309","7.95887001397469","6.98260695193711"
"3357","100","0","480","JE","0.07","3.27926221838901","8.2153882720497","7.22247149906702"
"3358","100","0","480","RASE","0.07","3.36542702017942","7.5979866828154","7.77322046883764"
"3359","100","0","480","MASE","0.19","3.36856064702546","6.83569003539079","7.36361938967731"
"3360","100","0","480","ASE1","0.26","3.48174866455107","4.18826334470451","4.5442714865372"
"3361","100","0","481","AASE","0.02","7.00654977380201","6.70017166754446","3.43012754780555"
"3362","100","0","481","OMNI","0.04","7.02695918955933","6.7976333844465","3.28589192410344"
"3363","100","0","481","ALS","0.04","7.08641608477654","6.76711311362963","3.26875281324223"
"3364","100","0","481","JE","0.07","6.95068923895015","6.87158607417172","3.46298926653309"
"3365","100","0","481","RASE","0.09","6.71669270003526","6.82193589472003","3.03117846824989"
"3366","100","0","481","MASE","0.18","6.294260932711","6.63885584476821","3.19213036461864"
"3367","100","0","481","ASE1","0.27","3.33314247474061","4.88401428101528","2.85401100947413"
"3368","100","0","482","AASE","0.05","8.55056478365123","3.4921487523472","7.18859328923167"
"3369","100","0","482","OMNI","0.05","8.49418153117927","3.52320313163376","6.93526150198966"
"3370","100","0","482","ALS","0.05","8.43790279517344","3.53312061456824","6.82782455232985"
"3371","100","0","482","JE","0.04","8.20954391227756","3.58881178414066","8.06364304397019"
"3372","100","0","482","RASE","0.06","7.72879369071681","4.12463589008837","7.86249868816313"
"3373","100","0","482","MASE","0.08","6.25914616745106","2.99075084914866","6.12479936213347"
"3374","100","0","482","ASE1","0.47","3.24243149157958","2.12008523714046","3.93380402381761"
"3375","100","0","483","AASE","0.09","3.4814939033368","7.54798549680436","7.72074235889897"
"3376","100","0","483","OMNI","0.09","3.40975094370737","7.37941073144507","7.56273219129296"
"3377","100","0","483","ALS","0.08","3.44227079243667","7.26116814649248","7.45708636206822"
"3378","100","0","483","JE","0.07","7.89865692915948","3.7202833817668","7.48869757542708"
"3379","100","0","483","RASE","0.08","3.69763345118907","7.44785916036759","7.49954457849"
"3380","100","0","483","MASE","0.22","2.77089009836941","5.89091705377052","7.99626835180553"
"3381","100","0","483","ASE1","0.3","2.60876862813574","4.03450813179109","5.50128929771345"
"3382","100","0","484","AASE","0.09","8.49738730857161","8.13492244849052","3.49580097172574"
"3383","100","0","484","OMNI","0.04","8.60805281554491","8.41960216282304","3.57695985737448"
"3384","100","0","484","ALS","0.07","8.26758879215664","9.39750395350602","3.51468820327244"
"3385","100","0","484","JE","0.04","8.41781581722238","8.55449113748789","3.68693979474806"
"3386","100","0","484","RASE","0.12","8.57028665039315","7.66161268449032","2.88343840027206"
"3387","100","0","484","MASE","0.34","7.38657661386312","8.28862919644316","3.53868687315989"
"3388","100","0","484","ASE1","0.61","3.33164676094323","4.60258109109294","3.29667761828749"
"3389","100","0","485","AASE","0.06","3.83170161678881","7.48109572838807","7.36533777964531"
"3390","100","0","485","OMNI","0.02","4.10663132960226","7.86863220571001","6.82987773029968"
"3391","100","0","485","ALS","0.03","3.99551762584956","7.86470782920368","6.87506130000946"
"3392","100","0","485","JE","0.06","3.93510355526011","7.49025875197672","7.18609230022794"
"3393","100","0","485","RASE","0.26","3.04286894478414","6.78985780450696","7.07664592738463"
"3394","100","0","485","MASE","0.22","1.24392349289274","6.88146636950616","6.29335162653853"
"3395","100","0","485","ASE1","0.44","2.66575712405405","4.59848037959754","4.22026307960988"
"3396","100","0","486","AASE","0.1","9.1797149704549","8.3741499526806","3.33118698108805"
"3397","100","0","486","OMNI","0.1","9.07165337919645","8.21897325577092","3.31751202241515"
"3398","100","0","486","ALS","0.09","8.86670072446497","8.11871458977824","3.41174341260188"
"3399","100","0","486","JE","0.35","8.95175465430606","2.99069820789234","12.0342646786434"
"3400","100","0","486","RASE","0.22","8.82849665855186","7.28115546298396","1.49514324674617"
"3401","100","0","486","MASE","0.36","8.00522589709383","3.47501884935996","10.0501562812957"
"3402","100","0","486","ASE1","0.49","3.54900270428274","4.56838360115122","2.295948795085"
"3403","100","0","487","AASE","0.06","4.41547460279376","6.45517633077686","6.76724376936154"
"3404","100","0","487","OMNI","0.04","4.3294827528733","6.58090338240431","6.56564982094442"
"3405","100","0","487","ALS","0.02","4.27592736027492","7.64309121563081","6.21910477368284"
"3406","100","0","487","JE","0.05","4.29896928283463","6.47685677346096","6.89265102476544"
"3407","100","0","487","RASE","0.1","3.69582136796501","6.20170986785951","6.83024448743476"
"3408","100","0","487","MASE","0.21","3.34880233449947","5.96468675115562","7.27619141581158"
"3409","100","0","487","ASE1","0.47","3.08104605151128","3.79173664610965","3.01048207833936"
"3410","100","0","488","AASE","0.05","7.71698178260979","7.91744493406911","4.22000813586774"
"3411","100","0","488","OMNI","0.19","7.30055635851916","11.2823647224697","2.87845019249354"
"3412","100","0","488","ALS","0.03","7.69118884768289","7.93699799302527","4.30340519165177"
"3413","100","0","488","JE","0.05","7.73828102385854","7.96755826554708","4.19885558376338"
"3414","100","0","488","RASE","0.17","7.14333751169039","11.1329771291606","3.42117313932564"
"3415","100","0","488","MASE","0.24","6.7648135633623","10.2052078649067","3.3841784031447"
"3416","100","0","488","ASE1","0.33","3.8987098688606","3.95990991231384","3.03939236989536"
"3417","100","0","489","AASE","0.04","9.33182733432975","4.86770177126802","7.91047920882277"
"3418","100","0","489","OMNI","0.04","9.15308616182097","4.58397974108285","7.92723215015373"
"3419","100","0","489","ALS","0.04","8.89160694473198","4.24922910918204","7.92657874906602"
"3420","100","0","489","JE","0.31","8.88700063272258","3.12615299556784","8.55167558074638"
"3421","100","0","489","RASE","0.1","9.15284201647166","3.9715076869693","8.28133951710634"
"3422","100","0","489","MASE","0.27","7.53774750686962","2.26544168894572","8.86593176558343"
"3423","100","0","489","ASE1","0.57","4.6618854498092","3.46932220909087","3.33312212313104"
"3424","100","0","490","AASE","0.1","3.97076316658275","6.92514660434993","8.38439643954098"
"3425","100","0","490","OMNI","0.12","6.86420502789152","8.92181489310036","3.8534244442077"
"3426","100","0","490","ALS","0.12","3.72079431907096","6.88867446230315","8.74655255686273"
"3427","100","0","490","JE","0.12","3.73463841212598","6.76512816430181","8.98697636254746"
"3428","100","0","490","RASE","0.22","6.75816701303406","9.04874694236263","2.94912873756692"
"3429","100","0","490","MASE","0.37","5.87651507156473","3.86821922200014","6.36011809856545"
"3430","100","0","490","ASE1","0.32","3.56615586587126","5.23804929728349","3.3065428295937"
"3431","100","0","491","AASE","0.06","6.40967984348806","6.90858956655998","3.13829070541743"
"3432","100","0","491","OMNI","0.26","7.37367618221092","6.14031866576016","2.78465059359877"
"3433","100","0","491","ALS","0.07","6.50392568747084","7.00711369424779","2.91323677910034"
"3434","100","0","491","JE","0.26","6.10689636931585","7.80204250236989","2.97379992103783"
"3435","100","0","491","RASE","0.28","5.90034046837159","7.03002276210548","2.2420727751004"
"3436","100","0","491","MASE","0.32","3.8918534407158","2.37103179109443","6.42206971677427"
"3437","100","0","491","ASE1","0.22","3.04013777899635","4.9970699625512","2.94088376535279"
"3438","100","0","492","AASE","0","4.32491106475716","7.38147628722124","6.65199193314091"
"3439","100","0","492","OMNI","0.04","4.10549701439237","6.82114445900093","7.22347527210594"
"3440","100","0","492","ALS","0.02","4.14764924007014","6.72298813565159","7.37257309909279"
"3441","100","0","492","JE","0.04","4.05947269083528","7.88913914576829","6.45282536152826"
"3442","100","0","492","RASE","0.01","3.9392855235257","7.43063162292944","6.23102704916683"
"3443","100","0","492","MASE","0.11","3.18588031670755","6.59481203085932","4.85799415552113"
"3444","100","0","492","ASE1","0.56","2.29137133080569","2.97459816131792","4.04246544902788"
"3445","100","0","493","AASE","0.1","7.56382133784745","3.57974945527287","8.14267096832369"
"3446","100","0","493","OMNI","0.12","7.44698506811477","3.47788457210188","8.03282169595205"
"3447","100","0","493","ALS","0.08","8.94762423477604","3.09981200316936","7.22544116111856"
"3448","100","0","493","JE","0.11","7.55296647364567","3.54549659251694","8.10810717114796"
"3449","100","0","493","RASE","0.12","8.8330644535208","3.49772228865076","7.50514634518517"
"3450","100","0","493","MASE","0.22","6.34119763235011","2.85409276335589","8.06954111472938"
"3451","100","0","493","ASE1","0.48","3.2703440170733","3.38008489131749","3.0146105363465"
"3452","100","0","494","AASE","0.07","6.75039059741277","7.67340988520934","3.97104317196725"
"3453","100","0","494","OMNI","0.06","6.75743211646578","7.53223887520245","4.0648546104747"
"3454","100","0","494","ALS","0.06","6.77322291889865","7.50884664518414","4.01212909156157"
"3455","100","0","494","JE","0.32","6.44660729783387","8.46452710632536","3.40349114838006"
"3456","100","0","494","RASE","0.08","7.35784530140396","5.9271800935469","3.06630557765285"
"3457","100","0","494","MASE","0.18","6.62475402243083","6.01631508801572","3.1564287546054"
"3458","100","0","494","ASE1","0.43","2.36092841816896","4.63360886314522","3.7015836234078"
"3459","100","0","495","AASE","0.03","4.20190040448205","8.64874055861059","9.27034077466608"
"3460","100","0","495","OMNI","0.03","4.26361814107754","8.58918089871511","9.66318441327276"
"3461","100","0","495","ALS","0.03","4.27187034452927","8.59051807381155","9.8858604337548"
"3462","100","0","495","JE","0.04","4.41380453726403","8.57965988665018","9.33670013207955"
"3463","100","0","495","RASE","0.03","3.70143631298459","7.99730295804836","9.30174563174687"
"3464","100","0","495","MASE","0.26","2.29574754912287","7.41790315759833","10.7133549997705"
"3465","100","0","495","ASE1","0.39","1.46597164984708","3.4556725609912","5.15131212560273"
"3466","100","0","496","AASE","0.05","8.91586852010726","7.59526501665314","4.06321210713103"
"3467","100","0","496","OMNI","0.06","9.02186304338865","7.65140065185235","4.12338249847663"
"3468","100","0","496","ALS","0.08","8.9988011583452","3.93771989861882","7.44228977074349"
"3469","100","0","496","JE","0.05","8.93788217804267","4.11208289976727","7.56811186565104"
"3470","100","0","496","RASE","0.21","8.33667330805491","6.77755755158693","1.55839472362105"
"3471","100","0","496","MASE","0.08","2.93557344242122","7.19471769482376","8.69534671569918"
"3472","100","0","496","ASE1","0.33","2.90407975409251","4.39745813821974","4.1271113682762"
"3473","100","0","497","AASE","0.04","4.25787410803971","6.99778856323015","6.93021138489002"
"3474","100","0","497","OMNI","0.13","2.5843666098179","6.8350655028476","6.81752486897615"
"3475","100","0","497","ALS","0.15","2.41888259852985","6.73325117569251","6.64425107174269"
"3476","100","0","497","JE","0.06","4.15129528492043","6.82095078571572","6.7435639046518"
"3477","100","0","497","RASE","0.04","4.04444706560691","6.47816635236842","7.05857504341685"
"3478","100","0","497","MASE","0.1","3.01950898779174","5.67365637048388","5.41675199677402"
"3479","100","0","497","ASE1","0.41","2.74269665047744","3.70802494714391","3.28170178536785"
"3480","100","0","498","AASE","0.05","8.59756531474144","3.52743468973016","9.23793518995253"
"3481","100","0","498","OMNI","0.07","8.9632972722391","3.33524114271659","8.89444108111558"
"3482","100","0","498","ALS","0.07","9.98306567852608","3.82272379125802","8.66314698937049"
"3483","100","0","498","JE","0.29","2.97161151626393","8.86116260043144","10.6200279932024"
"3484","100","0","498","RASE","0.15","2.30761681592032","8.55711861281766","8.05250979685771"
"3485","100","0","498","MASE","0.15","8.12589542541942","7.77504610105057","2.44651879141375"
"3486","100","0","498","ASE1","0.42","4.69862805225406","4.81785546678223","3.55596819229893"
"3487","100","0","499","AASE","0.02","9.96440635289179","4.42074799759686","7.91183048676066"
"3488","100","0","499","OMNI","0.2","10.2768547783714","2.9842597774632","8.25672643591433"
"3489","100","0","499","ALS","0.02","9.05885617192048","4.04076538720295","8.11792307240069"
"3490","100","0","499","JE","0.3","10.0779315048505","3.09482153391448","7.68544421081792"
"3491","100","0","499","RASE","0.04","9.52036726448192","3.32239421615192","7.55237881546546"
"3492","100","0","499","MASE","0.07","7.25661750046588","3.07180814416993","6.08594079263646"
"3493","100","0","499","ASE1","0.25","3.40983924477583","2.90513745446545","4.34439346831506"
"3494","100","0","500","AASE","0.03","7.63887115868565","8.68519119322831","4.19586938575123"
"3495","100","0","500","OMNI","0.03","7.34518662732945","8.64667121448658","4.17893005805634"
"3496","100","0","500","ALS","0.03","7.2670106074455","8.52169850542116","4.16974025690473"
"3497","100","0","500","JE","0.03","7.70148021959916","8.67637200226043","4.03704362790485"
"3498","100","0","500","RASE","0.03","7.39149773209481","8.6487668473882","4.05789203615021"
"3499","100","0","500","MASE","0.07","6.16542775810691","7.22540389535484","3.93795351024169"
"3500","100","0","500","ASE1","0.24","3.72016559199749","4.13356045453401","3.4719852316618"
"3501","100","0.25","1","AASE","0.06","7.18479216400253","6.8112568610465","3.29311412149822"
"3502","100","0.25","1","OMNI","0.04","7.09070957115447","7.06049914525058","3.78409824692864"
"3503","100","0.25","1","ALS","0.05","7.0083606149617","7.12317510474345","3.87684591184595"
"3504","100","0.25","1","JE","0.06","7.54443596247952","6.96355394099449","3.45825685900688"
"3505","100","0.25","1","RASE","0.09","7.26563878509849","6.54943792274102","3.01653611615397"
"3506","100","0.25","1","MASE","0.42","3.52210151856243","6.11209233283583","5.26008218219068"
"3507","100","0.25","1","ASE1","0.23","5.98775044557977","4.04857533269137","3.26076978139113"
"3508","100","0.25","2","AASE","0.04","5.91399611138197","4.32079066184483","5.65410707683776"
"3509","100","0.25","2","OMNI","0.04","6.01477939504858","4.18852258699863","5.6116508140694"
"3510","100","0.25","2","ALS","0.05","6.22761462563605","4.03772720378924","5.39008729725452"
"3511","100","0.25","2","JE","0.06","5.81782415985908","3.68443282873196","6.25281867295121"
"3512","100","0.25","2","RASE","0.05","6.05114677634816","4.20985187376537","5.53505432515578"
"3513","100","0.25","2","MASE","0.34","3.52110598699837","4.50939331581076","2.56182967868634"
"3514","100","0.25","2","ASE1","0.3","3.09111132443586","3.28364617881795","2.9364222557837"
"3515","100","0.25","3","AASE","0.03","7.41700846274214","4.17303612244629","6.89108673887906"
"3516","100","0.25","3","OMNI","0.05","8.138894779062","3.83044643611271","6.89316293774829"
"3517","100","0.25","3","ALS","0.1","8.44478668493905","3.24735244704861","7.0099630386754"
"3518","100","0.25","3","JE","0.48","6.71922801901998","9.1024564069852","4.4582889650394"
"3519","100","0.25","3","RASE","0.3","6.99647341331326","3.22420922364093","9.14974717759029"
"3520","100","0.25","3","MASE","0.33","7.07065946174762","2.93786748770198","6.06884707983567"
"3521","100","0.25","3","ASE1","0.33","3.28840721848732","3.84443883112569","5.22901116397147"
"3522","100","0.25","4","AASE","0.09","3.18397290775231","7.90720719456764","6.61827128726666"
"3523","100","0.25","4","OMNI","0.08","3.17516528067233","8.40311869700152","6.62780566799439"
"3524","100","0.25","4","ALS","0.1","3.20203268617138","6.75507372627965","8.15008822135735"
"3525","100","0.25","4","JE","0.23","7.15083973578365","2.55540966904838","5.48819219997164"
"3526","100","0.25","4","RASE","0.34","5.45944824631802","3.53960358180446","4.93475802504686"
"3527","100","0.25","4","MASE","0.23","2.0669308645931","6.55310436461029","6.2935121568384"
"3528","100","0.25","4","ASE1","0.52","4.00782032620542","3.22705376623218","2.09589289821294"
"3529","100","0.25","5","AASE","0.14","2.96795143874683","5.64189824812377","6.26529742846947"
"3530","100","0.25","5","OMNI","0.12","3.01950032674743","5.89364076397247","6.69477779670371"
"3531","100","0.25","5","ALS","0.14","3.03493081981734","5.47030185508425","6.2775785804947"
"3532","100","0.25","5","JE","0.24","6.56217911018302","3.23881029529001","5.51866526997132"
"3533","100","0.25","5","RASE","0.14","3.34500793991392","5.65457842769117","6.17576509380673"
"3534","100","0.25","5","MASE","0.35","3.90320065391836","3.38565833249197","8.39544071068306"
"3535","100","0.25","5","ASE1","0.16","3.67067533624002","3.4602537349972","4.86069451892987"
"3536","100","0.25","6","AASE","0.21","6.29500072374906","2.64311145821967","6.53403483519755"
"3537","100","0.25","6","OMNI","0.15","6.69871992070523","3.14012445908592","5.84879848907443"
"3538","100","0.25","6","ALS","0.15","6.71602974672937","3.10005690290384","5.8074595163658"
"3539","100","0.25","6","JE","0.2","5.96970993190501","3.20023907000666","8.50716916389403"
"3540","100","0.25","6","RASE","0.22","6.99782139043425","2.83463079486832","6.84620432477845"
"3541","100","0.25","6","MASE","0.2","4.69107286466037","3.02995484264998","5.62196295904561"
"3542","100","0.25","6","ASE1","0.29","7.5790372599696","3.44529976423159","4.18030559293631"
"3543","100","0.25","7","AASE","0.04","6.68321306522383","3.25789298569771","7.24840819445921"
"3544","100","0.25","7","OMNI","0.09","6.3216309296722","2.72676354497983","8.38845489893581"
"3545","100","0.25","7","ALS","0.06","6.11947764802173","2.91342722744582","8.13839624259501"
"3546","100","0.25","7","JE","0.08","6.56571656355268","2.8629855144383","9.3424135677902"
"3547","100","0.25","7","RASE","0.1","3.19937845722724","7.51009280811395","7.04458570019681"
"3548","100","0.25","7","MASE","0.22","3.7209432999672","6.01625160340154","5.84532055773815"
"3549","100","0.25","7","ASE1","0.49","3.26711784742144","2.77363933643179","2.99966428430881"
"3550","100","0.25","8","AASE","0.14","7.39266719419451","2.96505159528833","6.62486444409497"
"3551","100","0.25","8","OMNI","0.17","7.65491496821025","2.8919822251392","6.77848517867201"
"3552","100","0.25","8","ALS","0.08","6.594730338114","3.37212277800382","7.08878862314808"
"3553","100","0.25","8","JE","0.18","6.03889287116395","2.62103695594752","7.05173720094458"
"3554","100","0.25","8","RASE","0.21","6.32963525821234","3.07554016961526","6.34575251573926"
"3555","100","0.25","8","MASE","0.31","5.16932026823677","3.57063924547189","6.60227238389224"
"3556","100","0.25","8","ASE1","0.43","2.1186049582877","4.16996396989283","4.40431708424106"
"3557","100","0.25","9","AASE","0.11","5.97615754576918","3.61229621435864","6.59070823157582"
"3558","100","0.25","9","OMNI","0.11","6.49671142253964","3.54573833083341","5.82505873044835"
"3559","100","0.25","9","ALS","0.12","5.72443281806226","3.39740897832671","6.34435242504938"
"3560","100","0.25","9","JE","0.18","6.07658463483675","2.93348692696113","6.72500435802319"
"3561","100","0.25","9","RASE","0.17","4.9982930588582","3.2889156539486","5.97522883661849"
"3562","100","0.25","9","MASE","0.36","4.39759884448545","1.93481887286182","8.58143532225395"
"3563","100","0.25","9","ASE1","0.5","2.4667058062283","3.52697877532419","3.10383948389505"
"3564","100","0.25","10","AASE","0.06","5.73789261052759","3.6767952993236","6.83451698316527"
"3565","100","0.25","10","OMNI","0.11","6.01150274452617","2.96475124905331","6.10664129107667"
"3566","100","0.25","10","ALS","0.11","6.24954950994429","3.37548929764165","5.8275019323448"
"3567","100","0.25","10","JE","0.14","6.22741398823971","2.70916403702999","6.41415462753887"
"3568","100","0.25","10","RASE","0.12","5.5627460118732","3.21074184537993","7.54106706277646"
"3569","100","0.25","10","MASE","0.15","5.19453727509742","3.4898858770288","4.91168090323405"
"3570","100","0.25","10","ASE1","0.31","5.35729759837898","3.37819542465988","3.60789709092265"
"3571","100","0.25","11","AASE","0.13","3.13703283454309","6.78204985707911","7.89704306246124"
"3572","100","0.25","11","OMNI","0.32","2.90155184994835","6.83880503176349","7.38734209043087"
"3573","100","0.25","11","ALS","0.29","7.21327302383344","2.93506934442846","7.07770636738163"
"3574","100","0.25","11","JE","0.32","3.14203247481598","6.99006386280817","7.52157417946277"
"3575","100","0.25","11","RASE","0.31","7.87292200943424","7.83442730963966","2.85759125293705"
"3576","100","0.25","11","MASE","0.28","6.15625734419664","5.84881494688343","3.109932976067"
"3577","100","0.25","11","ASE1","0.41","2.87046963042462","5.48124852434388","3.33720527584909"
